item_id,layer,name_ko,name_en,role_in_rc_system,material_scope,necessity,necessity_basis,evidence_type,evidence_ref,experiment_summary,quant_spec,supplier,catalog_no,grade,origin,alternatives,risk,confidence,confidence_reason
RC-L6-012,L6,EDC / sulfo-NHS(카보다이이미드 가교),EDC / sulfo-NHS carbodiimide crosslinking,재조합 콜라겐과 HAMA를 미리 접합할 때 쓰는 화학. 세포를 넣은 채로는 쓸 수 없다,전 조합,선택,"세포 존재 하 사용 불가이며, 무엇보다 인테그린 결합 모티프를 파괴한다",DOSE;CLAIM,PMC4570933 [전문 확인]; US20240115763A1 청구항 17 [CLAIM],"EDC 11.5 mg/mL(EDC/NHS/COO⁻=5/2/1)을 100 %로 두고 10배씩 희석. 100 %에서 α2β1 매개 혈소판 부착이 A405 2.55→0.23으로 소실, 1–10 %에서는 보존","전처리 접합용: EDC 0.5–5 mM, sNHS 0.5–5 mM, pH 4–5에서 혼합 후 pH 7–8에서 2–5 h 반응; 이후 투석 2–4일",Merck(Sigma-Aldrich) / Thermo Fisher,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),합성 시약,합성 화학,광가교(메타크릴/티올-엔); mTG,"세포 동반 불가(★). 100 % 조건은 GxOGER를 파괴 — C를 쓰는 의미를 없앰. 반드시 ≤10 % 조건에서만, 그리고 세포 투입 전 공정으로만",상,농도-반응 + 대조 + 특허 수치
RC-L6-013,L6,"BDDE(1,4-부탄다이올 다이글리시딜 에터)","BDDE (1,4-butanediol diglycidyl ether)",자가조립된 재조합 콜라겐 나노섬유를 사후 고정하는 에폭시 가교제,A,선택,세포 존재 하 사용 불가(25 °C 24 h 반응 후 3–5회 세척 필요),DOSE,PMC13037810 [전문 확인],"SARCI 50 mg/mL에 BDDE 0.5/1/2/5 %(v/v), 25 °C 24 h. 가교도 41.3/85.8/96.6/97.7 %, 2 %에서 포화. 콜라게나제 14일 후 질량잔존 70.0 %(무가교 51.3 %)","2 %(v/v), 50 mM 인산완충액 pH 7.4, 25 °C 24 h; 초순수 3–5회 세척; 잔류 BDDE 형광정량(λex 370/λem 430 nm)",Aladdin Biochem Technology,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),합성 시약,합성 화학,글루타르알데하이드 2 %(가교도 96.3 %로 동등하나 독성 높음); 제니핀,세포 동반 불가(★). 잔류 BDDE는 반드시 정량해야 함,상,4점 농도-반응 + 대조 가교제 + 잔류량 정량
RC-L6-014,L6,제니핀,Genipin,천연 유래 저독성 가교제,전 조합,선택,재조합 단일사슬 콜라겐에서의 물성 데이터가 본 자료 범위에 없음,REVIEW,PMC4570933 [전문 확인](가교 전략 비교 맥락),콜라겐계 스캐폴드 가교 전략 비교 맥락에서 언급,정량 근거 없음,해당 없음,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용,치자나무 유래(식물),mTG; BDDE,청색 착색으로 형광 이미징 방해. 세포 존재 하 사용 데이터 없음,하,정량 근거 부재
RC-L6-015,L6,글루타르알데하이드,Glutaraldehyde,고효율 가교제이나 세포·잔류독성 문제로 배양용에는 부적합,전 조합,선택,동등 가교도를 BDDE로 얻을 수 있으므로 선택할 이유가 없음,SUBST,PMC13037810 [전문 확인],2 %(v/v)에서 가교도 96.3 %로 BDDE 2 %(96.6 %)와 동등,"2 %(v/v), 25 °C 24 h",Merck(Sigma-Aldrich),확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),합성 시약,합성 화학,BDDE,세포 동반 불가(★). 잔류 알데하이드 세포독성이 커서 체외 배양용으로 권장하지 않음,상,동일 실험 내 대조
RC-L6-016,L6,시스테인 말단 디설파이드 자가가교,Cysteine-terminal disulfide self-crosslinking,가교제 없이 산화만으로 재조합 콜라겐을 겔화시키는 경로,B;C,선택,세균 콜라겐 유사 단백질 기반 실증이며 인간 A/B/C 실증이 아님,SUBST,PMC9544300 [전문 확인]; PMC12931284 [전문 확인],"S-VCL-S(시스테인 도입 콜라겐 유사 단백질, Tm ≈ 37 °C)가 디설파이드 결합으로 하이드로겔 형성. C3Gel도 C말단 CC 잔기로 자가가교","1 mg/mL, 10 mM 인산완충액 pH 7.4, 4 °C 평형 후 CD 측정",해당 없음,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용,재조합 발현,T4-fibritin 융합 + 물리적 얽힘,배양 배지의 환원환경(시스테인·글루타티온)에서 디설파이드가 다시 끊길 수 있음,중,인간 A/B/C 직접 실증 없음
RC-L6-017,L6,과황산암모늄/TEMED 등 라디칼 개시계,APS/TEMED radical initiator system,화학 라디칼 중합,전 조합,선택,광개시제로 대체 가능하며 세포독성이 큼,REVIEW,해당 없음 — 본 자료 범위에서 재조합 콜라겐 적용 근거 확보 실패,확보 실패: 제공 자료 내 재조합 콜라겐-APS/TEMED 조합 실험 없음,정량 근거 없음,해당 없음,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),합성 시약,합성 화학,LAP,세포 동반 불가(★). 근거 없이 도입하면 안 됨,하,근거 부재
RC-L7-001,L7,8-arm PEG-노보넨,8-arm PEG-norbornene,재조합 콜라겐이 못 만드는 구조 골격을 대신 세우는 합성 백본. 티올-엔으로 리간드·가교제를 정량 배합한다,A;B;A+B,조건부,질문 2의 답에 따른 결론: 하이브리드는 '선택'이 아니라 '가교 또는 하이브리드 중 하나는 필수'라는 형태의 조건부. 메타크릴화 경로를 택하면 PEG는 불필요,DOSE,PMC10868488 [전문 확인]; PMC7612137 [전문 확인],8-arm PEG-노보넨 40 mg/mL + MMP 펩타이드 가교제 60 몰% + CRGDS 2 mM + Irgacure 2959 0.05 %로 평면 신경 오가노이드 배양 성립,"40 mg/mL, 가교제 60 몰%(노보넨 팔 대비), 리간드 2 mmol/L",해당 없음,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용,합성 고분자,메타크릴화 재조합 콜라겐 단독(L6),PEG 비중이 커질수록 '재조합 콜라겐 지지체'라는 정체성이 희석됨,상,오가노이드 실증 2건
RC-L7-002,L7,4-arm PEG-티올,4-arm PEG-thiol,노보넨 백본의 가교 파트너,A;B;A+B,조건부,8-arm PEG-노보넨과 한 세트,DOSE,PMC13131979 [전문 확인],"PEG-노보넨을 GRGDSPC와 먼저 반응(0.1 % LAP, 365 nm 4.5 mW/cm² 4 min)시킨 뒤 4-arm PEG-SH와 혼합해 겔화","LAP 0.1 %, 365 nm 4.5 mW/cm² 4 min; G′ 0.1–10 kPa 목표대역",해당 없음,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용,합성 고분자,PEG-Link(선형 디티올),티올 산화로 보관 중 활성 저하,상,1차 논문 방법부
RC-L7-003,L7,PEG-비닐설폰(PEG-VS),PEG-vinyl sulfone (PEG-VS),GFOGER·RGD·BM-binder를 각각 1 mM씩 접합해 오가노이드용 완전 합성 매트릭스를 만드는 백본,전 조합,조건부,"오가노이드 실증이 가장 구체적인 백본이나, 재조합 콜라겐과의 조합 데이터는 아님",DOSE,PMC7612137 [전문 확인],"fPEG-VS에 GFOGER 1 mM, PHSRN-K-RGDS 1 mM, BM-binder 0.5–1 mM을 조합해 췌관선암 오가노이드 배양",20 mM HEPES pH 7.8; 펩타이드 총 1–3 mmol/L,해당 없음,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용,합성 고분자,PEG-노보넨/티올,비닐설폰은 티올과만 반응 — 재조합 콜라겐에 티올을 먼저 넣어야 함,상,오가노이드 실증
RC-L7-004,L7,메타크릴화 재조합 콜라겐(재조합 GelMA 대체재),Methacrylated recombinant collagen (recombinant GelMA substitute),동물유래 GelMA를 쓰지 않으면서 같은 공정·같은 장비를 쓰게 해주는 핵심 하이브리드 성분. 사실상 이 조합의 주 구조재,전 조합,필수,질문 2의 답: 자발 겔화가 안 되므로 A/B/C 중 하나는 반드시 광가교 가능 형태로 변환되어야 한다. 이것이 그 변환의 결과물,OMIT;DOSE,PMC12852974 [전문 확인]; PMC7556543 [전문 확인],K. phaffii 발현 재조합 콜라겐 25.6/58/89.2 kDa을 메타크릴화(DoF 42–78 %)해 0.1 % LAP로 광가교. 분자량과 DoF가 각각 강성·팽윤·변형에 독립적으로 기여,"10 %(w/v) 전구체, 0.1 %(w/v) LAP, 365 nm 10 mW/cm² 200 s. DoF = 100×([MAA]−0.02122)/(0.01379+([MAA]−0.02122))",자체 합성(L1 원말 + L6 메타크릴산 무수물),확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공) — 상용 완제품 미확인,연구용,재조합 콜라겐 + 합성 화학,"노보넨/티올 유도체; 상용 PhotoCol(단, 소가죽 유래라 전제 위반)",치환도가 높으면 라이신 소모로 mTG·EDC 경로가 동시에 막힘 — 가교 전략을 하나로 결정하고 들어가야 함,상,DoE 설계 실험 + 독립 논문
RC-L7-005,L7,GelMA(동물유래 젤라틴 메타크릴로일) — 대조 전용,GelMA (animal-derived) — benchmark only,물성·공정의 벤치마크로만 사용. 매트릭스 성분으로 투입하지 않음,전 조합,선택,전제상 동물유래 배제. 그러나 G′·팽윤·인쇄성의 비교 기준으로는 가치가 큼,DOSE;VENDOR,PMC6499775 [전문 확인]; PMC6165498 [전문 확인]; PMC13316282 [전문 확인],GelMA 5 %와 10 %(w/v)의 압축탄성률 2.5±0.17 vs 23.85±0.17 kPa(954 % 차이) — 농도-강성 기준선,5 %(w/v) E(압축) 2.5±0.17 kPa; 10 %(w/v) E(압축) 23.85±0.17 kPa; LAP 0.1 %,Merck(Sigma-Aldrich),"900629-5G, 확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공)",연구용,돼지/소 젤라틴 — 동물유래(본 설계에서 배제),메타크릴화 재조합 콜라겐,벤치마크 이외의 용도로 투입하면 전제 위반,상,압축탄성률 실측(영률이며 G′과 혼용 금지)
RC-L7-006,L7,starPEG-헤파린 하이브리드,starPEG-heparin hybrid,성장인자 저장 기능을 갖춘 완전 합성 오가노이드 매트릭스,전 조합,선택,재조합 콜라겐과의 조합 근거 없음,REVIEW,PMC13546286 [전문 확인],췌장암 환자유래 오가노이드-대식세포 3D 공배양을 starPEG-헤파린 겔에서 확립,정량 근거 없음(본 조합),해당 없음,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용,합성 PEG + 돼지 유래 헤파린,PEG-VS + GFOGER,헤파린이 돼지 유래 — 전제와 충돌,중,다른 재료계 실증
RC-L7-007,L7,UPy 초분자 PEG,UPy supramolecular PEG,가역적 수소결합으로 자가치유·주입성을 주는 백본. 재조합 콜라겐 펩타이드와 결합된 실측이 있다,A,선택,대체 가능한 경로가 많음,DOSE,PMC11468640 [전문 확인]; PMC11229007 [전문 확인]; PMC10966780 [전문 확인],"UPy-PEG/RCPhC1 하이브리드 겔의 G′ 1.9 kPa(첨가제 무) / 1.3 kPa(유), 0.1 rad/s. UPy-GFOGER 접합체는 4 °C 밤새 조립 후 37 °C 측정",G′ 1.3–1.9 kPa(0.1 rad/s); UPy-cRGD 통상 1 mmol/L,해당 없음,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용,합성 고분자,PEG-노보넨/티올,주파수 의존성이 커서 단일 G′ 값으로 강성을 규정하기 어려움,상,재조합 콜라겐 조합 실측 존재
RC-L7-008,L7,알지네이트 상호침투망(IPN),Alginate interpenetrating network,이온가교로 즉시 형태를 잡고 그 안에서 광가교를 진행하는 이중 경로,A;B;A+B,선택,단일 가교 경로로도 충분,DOSE,PMC7036974 [전문 확인]; PMC12953112 [전문 확인],알지네이트/젤라틴 상호침투망을 3D 배양·오가노이드 인쇄에 사용,정량 근거 없음(재조합 콜라겐 조합),해당 없음,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용,해조류 유래,단일 광가교,Ca²⁺ 킬레이트(배지 내 인산·시트르산)로 시간이 지나면 이온가교가 풀림,중,젤라틴계 근거
RC-L7-009,L7,덱스트란/PVA 티올-말레이미드 기성 겔,Dextran/PVA thiol-maleimide ready-made hydrogel,리간드·가교 농도를 계산식으로 정확히 맞출 수 있는 기성 플랫폼. A/B의 부착 결손을 L5로 정량 보정하기에 가장 쉬운 경로,전 조합,조건부,"정량 설계가 필요할 때 유용하나, 자체 메타크릴화 경로로도 목표 달성 가능",VENDOR,"Cellendes 3-D Life Hydrogels User Guide (2025-09판) [VENDOR], 확인일 2026-09-16",말레이미드 폴리머 + 티올 가교제 + 티올 펩타이드를 등몰로 맞춘 30 µL 스케일 표준 레시피 제공,"총 30 µL 기준: 물 12.0, 10×CB 2.5, 폴리머(30 mmol/L 반응기) 2.5, SH-펩타이드(3 mmol/L) 0–5.0, 티오글리세롤(3 mmol/L) 0–5.0, 세포현탁액 5.0, 가교제(20 mmol/L SH) 3.0 µL",Cellendes GmbH,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용,합성 고분자/다당,PEG-노보넨/티올 자체 배합,재조합 콜라겐을 넣으려면 콜라겐 쪽에 티올 또는 말레이미드를 먼저 도입해야 함,상,제조사 계산표에 정확한 부피 명시
RC-L8-001,L8,세포배양 등급 정제수,Cell culture grade water,모든 용해·희석의 기본 용매,전 조합,조건부,"전 공정 공통 — 실무상 생략 불가하나, 본 조사 규칙(REVIEW·VENDOR 단독 근거로는 '필수' 판정을 세우지 않음)에 따라 조건부로 표기함",VENDOR,"Cellendes 3-D Life Hydrogels User Guide (2025-09판) [VENDOR], 확인일 2026-09-16",겔 조성 계산에서 물이 최대 부피 성분(30 µL 중 12.0 µL),"내독소 <0.005 EU/mL(주사용수 등급 권장), 30 µL 겔 기준 12.0 µL",다수,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),세포배양/주사용수 등급,합성,주사용수(WFI),일반 증류수는 내독소가 L9 규격을 깨뜨림,상,제조사 레시피
RC-L8-002,L8,10× 인산-HEPES 등장 완충액(pH 7.2),"10x phosphate-HEPES isotonic buffer, pH 7.2",느린 겔화 조건용 표준 완충계. 재조합 단일사슬은 수용성이므로 산 용해가 불필요하고 중성 완충액에서 바로 녹는다,A;B;A+B,필수,A/B는 중성 pH에서 그대로 녹으므로 산 용해 단계를 건너뛸 수 있음 — 이것이 동물유래 콜라겐과의 실질적 차이,VENDOR;DOSE,"Cellendes 3-D Life Hydrogels User Guide (2025-09판) [VENDOR], 확인일 2026-09-16; PMC13333565 [전문 확인]","10× 조성: 포도당 10 g/L, HEPES 0.5 mol/L, KCl 0.05 mol/L, NaCl 1.1 mol/L, NaH2PO4 0.2 mol/L, NaOH로 pH 조정. SynthCol1은 PBS pH 7.4에 그대로 용해",1× 사용 시 등장·pH 7.2. 30 µL 겔 기준 10× 완충액 2.5 µL(세포현탁액 부피 제외해 계산),Cellendes GmbH,"10x CB (pH 7.2) / 페놀레드 무첨가형 B21-3, 확인일 2026-09-16",연구용,합성 시약,20 mM HEPES pH 7.8(PEG-VS 계); PBS pH 7.4,페놀레드가 형광·명시야 이미징을 방해 — 이미징 실험에는 B21-3 사용,상,제조사 조성 전체 공개
RC-L8-003,L8,10× MES 등장 완충액(pH 5.5),"10x MES isotonic buffer, pH 5.5",말레이미드 반응이 너무 빨라 균질 혼합이 안 될 때 겔화를 늦추는 완충액,전 조합,조건부,빠른 겔화 화학을 쓸 때만 필요,VENDOR,"Cellendes 3-D Life Hydrogels User Guide (2025-09판) [VENDOR], 확인일 2026-09-16","10× 조성: 포도당 10 g/L, MES 0.5 mol/L, KCl 0.05 mol/L, NaCl 1.1 mol/L, NaH2PO4 0.2 mol/L, 페놀레드 0.2 g/L, HCl로 pH 조정",pH 7.2 완충액과 임의 비율로 혼합해 중간 pH 조절 가능,Cellendes GmbH,"10x CB (pH 5.5), 확인일 2026-09-16",연구용,합성 시약,저온(4 °C) 혼합으로 반응 지연,pH 5.5 노출 시간이 길면 세포 생존이 떨어짐,상,제조사 조성 전체 공개
RC-L8-004,L8,20 mM 아세트산(산 용해액),"20 mM acetic acid, solubilization",삼중나선 콜라겐을 단량체 상태로 녹여두는 전통적 용매. C 계열에만 필요할 수 있다,C,조건부,A/B(수용성 단일사슬)에는 불필요. C가 산 용해형으로 공급될 때만 필요,VENDOR,"Advanced BioMatrix / CELLINK PhotoCol 제품 규격 [VENDOR], 확인일 2026-09-16",동결건조 메타크릴화 콜라겐을 20 mM 아세트산으로 3–8 mg/mL로 복원 후 알칼리 10× PBS로 중화,"20 mM, 복원 농도 3–8 mg/mL, 복원 후 2개월 이내 사용, 2–10 °C 보관",Advanced BioMatrix,"PhotoCol Kit 동봉 용매(#5198-100MG 등), 확인일 2026-09-16",연구용,합성 시약,중성 인산완충액(A/B의 경우),산 용해 상태로 세포와 접촉하면 즉시 사멸 — 반드시 중화 후 투입,상,제조사 규격
RC-L8-005,L8,10 mM 아세트산(코팅 희석액),"10 mM acetic acid, coating diluent",삼중나선 펩타이드·콜라겐 2D 코팅용 희석액,C;전 조합,조건부,2D 코팅 공정에서만 필요. 3D 겔에는 불필요,DOSE,PMC13250905 [전문 확인],"Col I, GFOGER, GLOGEN, GPP10을 10 µg/mL로 10 mM 아세트산에 희석해 4 °C 밤새 코팅. 24-웰 600 µL/웰, 6-웰 3 mL/웰","10 mM, 단백질 10 µg/mL, 4 °C 밤새",Merck(Sigma-Aldrich),확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),분석등급,합성 시약,PBS(-) (라미닌 E8의 경우),코팅 후 충분한 세척 없이 세포를 넣으면 pH 쇼크,상,1차 논문 방법부
RC-L8-006,L8,50 mM 인산나트륨 완충액 pH 7.4(자가조립용),"50 mM sodium phosphate buffer pH 7.4, self-assembly",재조합 I형 콜라겐 나노섬유 자가조립 조건,A,조건부,자가조립 경로를 택할 때만. 광가교 경로에서는 불필요,DOSE,PMC13037810 [전문 확인],"정제 RCI를 50 mM 인산완충액 pH 7.4에 녹여 25 °C 24 h 정치 → 나노섬유 침전 회수. CD 측정은 10 mM 인산완충액 pH 7.4, 4 °C 24 h","50 mM, pH 7.4, 25 °C 24 h; 재분산 50 mg/mL",Merck(Sigma-Aldrich),확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),분석등급,합성 시약,중성 PBS,25 °C 24 h 공정이라 세포를 넣은 채로는 불가,상,1차 논문 방법부
RC-L8-007,L8,20 mM Tris-HCl / 100 mM NaCl pH 8.0(보관 완충액),"20 mM Tris-HCl / 100 mM NaCl pH 8.0, storage buffer",연구용 재조합 III형 콜라겐의 공급 형태,B,조건부,제품 형태에 따름. 겔 조성에 들어가는 Tris·NaCl 총량을 반드시 보정해야 함,VENDOR,"Yeasen 92616ES50 제품 규격 [VENDOR], 확인일 2026-09-16","액상 제품 보관 완충액으로 제공, -25 °C ~ -15 °C에서 3년","20 mM Tris-HCl, 100 mM NaCl, pH 8.0; -25 ~ -15 °C 3년, 분주 보관 권장",Yeasen Biotechnology,"92616ES50, 확인일 2026-09-16",Research Use Only,합성 완충액,투석 후 자체 완충액으로 교체,Tris의 1차 아민이 EDC·NHS·메타크릴산 무수물 반응을 소모시킴 — 수식 전 반드시 투석 제거,상,제조사 규격
RC-L8-008,L8,트레할로스 5 %(동결건조 보호제),"Trehalose 5 %, lyoprotectant",동결건조 원말에 동반되는 부형제,A;B,조건부,제품 형태에 따름,VENDOR,"Biomatik RPU51350 제품 규격 [VENDOR], 확인일 2026-09-16",PBS pH 7.4에 0.01 % SKL과 5 % 트레할로스를 함께 포함한 제형으로 공급,"5 %(w/v) 트레할로스, 0.01 % SKL(sarcosyl), PBS pH 7.4",Biomatik,"RPU51350 제형 구성, 확인일 2026-09-16",Research Use Only,합성 부형제,부형제 무첨가 벌크,5 % 트레할로스는 10 %(w/v) 전구체를 만들 때 실제 단백질 농도를 크게 왜곡 — 질량 보정 필수,상,제조사 규격
RC-L8-009,L8,NaCl / KCl 등장화제,NaCl / KCl tonicity agents,겔 내부 삼투압을 세포 생존 범위로 유지,전 조합,조건부,"세포 봉입의 기본 조건 — 실무상 생략 불가하나, 본 조사 규칙(REVIEW·VENDOR 단독 근거로는 '필수' 판정을 세우지 않음)에 따라 조건부로 표기함",VENDOR,"Cellendes 3-D Life Hydrogels User Guide (2025-09판) [VENDOR], 확인일 2026-09-16","10× 완충액에 NaCl 1.1 mol/L, KCl 0.05 mol/L 포함. 세포현탁액 부피를 제외하고 완충액 부피를 계산해 등장 유지","1× 환산 NaCl 110 mmol/L, KCl 5 mmol/L",다수,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),세포배양 등급,합성 시약,PBS,완충액 부피 계산에서 세포현탁액 부피를 빼지 않으면 고장액이 됨,상,제조사 계산 규칙 명시
RC-L8-010,L8,중화용 NaOH / 알칼리 10× PBS,Neutralization NaOH / alkaline 10x PBS,산 용해된 C를 세포 투입 전 중성으로 되돌리는 시약,C,조건부,C를 산 용해형으로 다룰 때만 필요,DOSE;VENDOR,"PMC11921027 [전문 확인]; Advanced BioMatrix PhotoCol 제품 규격 [VENDOR], 확인일 2026-09-16",콜라겐 용액 10 mL + 10× MEM 1 mL를 5 M NaOH와 1 M 아세트산(합계 200 µL)으로 pH 7.2로 중화,5 M NaOH + 1 M 아세트산으로 pH 7.2 적정; 또는 알칼리 10× PBS,다수,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),세포배양 등급,합성 시약,중성 완충액에 직접 용해(A/B),중화 직후 온도가 올라가면 원치 않는 응집이 생김 — 얼음 위 작업,상,1차 논문 + 제조사
RC-L8-011,L8,EDTA(티올 산화 방지),"EDTA, thiol oxidation inhibitor",티올화 반응·티올-말레이미드 겔에서 금속 촉매 산화를 막는 킬레이트제,전 조합,조건부,티올 화학을 쓸 때만 필요,DOSE,PMC7556543 [전문 확인],"티올화 반응(pH 10 탄산완충액, 40 °C, 아르곤)에서 EDTA 1.5 mM으로 2가 금속 킬레이트",1.5 mmol/L,Merck(Sigma-Aldrich),확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),분석등급,합성 시약,아르곤 퍼지 단독,EDTA가 겔에 남으면 Mg²⁺ 의존 인테그린 부착을 억제 — 투석 제거 필수(부착 검정에서 EDTA는 부착을 완전히 없앰),상,반응 조건 + 부착 억제 실측(PMC5007264)
RC-L8-012,L8,페놀레드(pH 지시약),"Phenol red, pH indicator",완충액 pH 전환을 육안으로 확인,전 조합,선택,이미징 시 오히려 방해,VENDOR,"Cellendes 3-D Life Hydrogels User Guide (2025-09판) [VENDOR], 확인일 2026-09-16",알칼리→산성 전환 시 적색→황색 변화. 광학현미경 간섭 회피용 무첨가형 별도 제공,0.2 g/L(10× 완충액 기준),Cellendes GmbH,"무첨가형 10x CB pH 7.2 = B21-3, 확인일 2026-09-16",연구용,합성 색소,무첨가형 완충액,형광 이미징 배경 상승,상,제조사 규격
RC-L8-013,L8,아스코르브산(하이드록실화 보조 기질),"Ascorbate, P4H cosubstrate",P4H 반응의 소모성 보조기질. 자체 발현으로 C를 만들 때 배양·발효 단계에서 필요,C,조건부,발효 공정 항목이며 매트릭스 성분이 아님. C를 외부 구매하면 불필요,REVIEW,10.1016/s0021-9258(18)91023-9 [본문 미확인 — 초록 범위]; 10.3109/10409231003627991 [본문 미확인 — 초록 범위],아스코르브산이 P4H·라이실 하이드록실라제의 비커플링 반응에서 화학량론적으로 소모됨,정량 근거 없음(본 조합 발효 조건),다수,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),세포배양 등급,합성 시약,해당 없음,매트릭스 BOM과 발효 BOM을 섞지 않도록 주의,중,초록 범위
RC-L9-001,L9,내독소(LAL 시험),Endotoxin (LAL assay),발현 숙주에 따라 위험도가 근본적으로 달라지는 1순위 항목. 대장균(A/B의 흔한 숙주)은 효모보다 훨씬 위험하다,전 조합,필수,"특허 청구항이 수치 상한을 명시하고, 숙주별 실측 차이가 1000배 규모로 확인됨",CLAIM;DOSE;VENDOR,US20190077845A1 청구항 21 [CLAIM]; PMC11331542 [전문 확인]; PMC13037810 [전문 확인]; PMC8897173 [전문 확인],정제 GFP 기준 내독소가 대장균 KL037S 0.14±0.01 EU/mg vs ClearColi 117±109 EU/mg. 상용 재조합 단백질은 통상 <100–1000 EU/mg 수준,"상한 ≤1.0 EU/mg(바람직 ≤0.70, 더 바람직 ≤0.50). 실측 참고: 가교 재조합 콜라겐 임플란트 0.28±0.02 EU/mL. 연구용 시판품 규격 <1.0 EU/µg",자체 QC / 시험소 위탁,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),USP/EP 부합 시약,해당 없음,재조합 Factor C 기반 시험(동물유래 라이세이트 회피),효모(Pichia/K. phaffii) 숙주는 내독소 자체가 없어 이 항목의 위험이 극적으로 줄어든다 — 숙주 선택이 곧 QC 설계,상,청구항 수치 + 숙주별 실측 + 규제 문헌
RC-L9-002,L9,숙주세포단백질(HCP),Host cell protein (HCP),재조합 단백질 특유 항목. 면역원성의 주된 원인이며 규제기관이 제품 규격에 명시할 것을 권고,전 조합,필수,청구항에 수치 상한이 있고 규제 문헌이 제품 규격 기재를 권고,CLAIM;REVIEW,US20190077845A1 청구항 19 [CLAIM]; PMC8897173 [전문 확인],정제 재조합 인간 콜라겐 7에 대해 HCP를 단계별 상한으로 청구. NMPA 규제 관점 논문이 HCP를 제품 규격 기재 항목으로 권고,"≤2000 ng/mg(바람직 ≤1000, 더 바람직 ≤600)",자체 QC / 시험소 위탁,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),숙주 특이 HCP ELISA 키트 필요,해당 없음,질량분석 기반 HCP 프로파일링,숙주 균주가 바뀌면 HCP ELISA 항체 세트를 다시 맞춰야 함,상,청구항 수치 + 규제 문헌
RC-L9-003,L9,잔류 숙주 DNA,Residual host cell DNA,재조합 단백질 특유 항목. 면역원성·유전독성 위험 관리,전 조합,필수,청구항 수치 + 실측 사례 + 규제 권고가 모두 존재,CLAIM;DOSE;REVIEW,US20190077845A1 청구항 20 [CLAIM]; PMC13037810 [전문 확인]; PMC8897173 [전문 확인],가교 재조합 I형 콜라겐 임플란트 실측 4.27±0.58 ng/mL로 '통상 허용기준 이하' 판정,"≤42 pg/mg(바람직 ≤25, 더 바람직 ≤15). 실측 참고 4.27±0.58 ng/mL",자체 QC / 시험소 위탁,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),qPCR 또는 형광정량,해당 없음,DNA 절편 길이 분포 분석,pg/mg 단위 규격과 ng/mL 단위 실측이 혼재 — 단위 환산 기준(단백질 질량 대비)을 문서에 고정할 것,상,청구항 + 실측
RC-L9-004,L9,순도(SDS-PAGE),Purity by SDS-PAGE,1단계 정제로는 95 % 미달이 일반적이라는 점이 실무상 중요,전 조합,필수,정제 단계 수와 순도의 관계가 정량적으로 확인됨,DOSE;VENDOR,PMC12938472 [전문 확인]; PMC13333565 [전문 확인]; PMC10992492 [전문 확인],"Ni-NTA 단독 정제 시 순도 약 50 %(I형) / 89.60 %(III형)에 그치고, 이온교환을 추가해야 >95 % / 95.44 % 달성","≥95 %(4–12 % 구배 SDS-PAGE, Coomassie). 시판 연구용은 >90–95 % 수준. 겔여과 면적비로는 >98 % 사례 있음",자체 QC,해당 없음,4–12 % 구배 젤 권장,해당 없음,겔여과 크로마토그래피 면적비; RP-HPLC,Pichia 발현체는 번역후 수식으로 예측치보다 약 40 % 큰 위치에 나타나 순도 판정이 어긋날 수 있음,상,복수 논문의 정제 단계별 수치
