essential_id,name_ko,name_en,layer,axis,tier,evidence_type,evidence_ref,experiment_summary,patent_ref,tissue_scope,quant_range,alternatives,open_issues,confidence,confidence_reason
N-057,세포 매개 분해성 알지네이트,cell-mediated degradable alginate,L5,AX-4;AX-5,E2,SUBST,DOI:10.1002/adhm.202504313,"노르보르넨 수식 알지네이트를 MMP 절단 가능한 디티올 펩타이드로 UV 가교하고 시스테인 말단 RGD를 도입했다. 고분자·가교자 농도로 강성을 조절했고, 인간 자궁내막 오가노이드가 높은 생존율로 구형 성장하며 E-cadherin·Ki67을 발현했고 마우스 장 오가노이드는 증식성 표현형을 보였다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),자궁내막; 장; 갑상선 여포; 신경구(참고),강성은 고분자·가교자 농도로 조절(수치는 본문 기준),비분해성 알지네이트(이온가교),분해성 유무를 직접 대조한 오가노이드 형성률 비교는 본문 확인 실패,중,단일 원저의 전문에서 실험 조건을 직접 확인했으나 독립적 재현 문헌은 확보하지 못함
N-058,과도한 강성에 대한 MMP 분비 반응,MMP secretion as response to excessive stiffness,L5,AX-2;AX-4,E2,DOSE;REVIEW,DOI:10.1038/s42003-021-02910-8;DOI:10.1186/s12967-025-06349-x,"엘라스틴 유사 단백질 기반 공학 ECM에서 탄성률 180 Pa의 매우 무른 매트릭스가 콜라겐 I 대조와 동등한 장 오가노이드 형성 효율을 냈고, RGD 3.2 mM 포함 조건이 무RGD보다 형성 효율이 높았다. 굳은 매트릭스일수록 MMP 활성이 유의하게 높았고 MMP 저해는 굳은 매트릭스에서 형성 효율을 떨어뜨렸다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),장; 종양 오가노이드(총설 재인용),탄성률 180 Pa; RGD 3.2 mM [측정법: 원문에 측정법이 명시되지 않아 확인 실패 — 수치를 다른 측정법 값과 직접 비교하지 말 것],무른 매트릭스로 설계해 분해 요구 자체를 줄이는 전략,2차 문헌(총설) 경유 서술이므로 원저 조건 일부 미확인 / 근거 중 총설 포함(10.1186/s12967-025-06349-x) — 해당 부분은 원저의 1차 실험 근거가 아님.,중,서로 독립된 2편의 전문에서 동일 방향의 제거·치환·농도반응 결과를 확인 / 교차 근거 중 10.1186/s12967-025-06349-x은(는) 총설이므로 독립 실험 근거로 계수하지 않음 → '중'으로 하향(X 레드팀 X-007)
N-059,"온도 겔화(PIC, 16 °C 전이)","thermal gelation (PIC, LCST ~16 C)",L6,AX-5;AX-7,E1,SUBST;DOSE,DOI:10.1002/adfm.202000893,"PIC은 16 °C 미만에서 자유 유동 액체이고 그 이상에서 수 분 내 점성 하이드로겔이 된다. 4→37 °C 승온 중 겔화가 시작돼 37 °C 유지 10분 후 G′이 안정기에 도달했고, 냉각 시 즉시 액화해 Matrigel(15분 냉각 후에도 약 50 Pa 잔존)보다 빠른 졸 전이를 보였다. 촉매나 광개시제가 필요 없다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),간; 타액선; 유선,전이온도 약 16 °C; 37 °C 10분 내 G′ 안정기 도달,이온 가교(알지네이트); 효소 가교(피브린),열가역성은 회수에 유리하나 배양 중 기계적 안정성 한계 — 타액선에서 4계대 제한 보고,중,단일 원저의 전문에서 실험 조건을 직접 확인했으나 독립적 재현 문헌은 확보하지 못함
N-060,이온 가교(알지네이트-Ca2+),ionic crosslinking (alginate-Ca2+),L6,AX-5;AX-7,E1,SUBST,DOI:10.1016/j.stemcr.2018.12.001,알지네이트는 칼슘 가교만으로 겔화하므로 특수 바이오엔지니어링 장비 없이 시판 시약만으로 세포 존재 하 겔화가 가능하며 FDA 승인 다당류라고 기술되었다. 이 방식으로 HIO를 30일까지 배양했다 [전문 확인],특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),장; 유방 종양; 췌도(참고),알지네이트 1~2% w/v + Ca2+,온도 겔화; 효소 가교,칼슘 킬레이트(EDTA/구연산)로 의도치 않게 겔이 풀릴 수 있어 배지 조성 제약,중,단일 원저의 전문에서 실험 조건을 직접 확인했으나 독립적 재현 문헌은 확보하지 못함
N-061,효소 가교(FXIIIa / 트롬빈),enzymatic crosslinking (FXIIIa / thrombin),L6,AX-5,E1,SUBST,DOI:10.1038/s41467-021-22952-0;DOI:10.1038/s41467-020-17161-0,"트롬빈으로 활성화한 FXIII 10 U/mL로 nd-PEG를 가교해 세포 봉입 직전에 겔 전구액을 준비했고, 라미닌 0.1 mg/mL이 FXIII 가교 PEG에 공유 결합되며 기계적 성질을 바꾸지 않음을 저자들이 앞선 연구에서 확인했다고 기술했다 [전문 확인]. 간 오가노이드 유도용 PEG 겔도 활성화 FXIIIa로 가교했다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),신경관; 간; 장,FXIII 10 U/mL; 라미닌 0.1 mg/mL,광가교; 티올-마이클 가교,혈액 유래 효소 사용은 완전 정의성(AX-8) 요건과 상충,상,서로 독립된 2편의 전문에서 동일 방향의 제거·치환·농도반응 결과를 확인
N-062,"광가교(GelMA + LAP, 405/365 nm)",photo-crosslinking (GelMA + LAP),L6,AX-5;AX-2,E2,DOSE;REVIEW,DOI:10.1038/s41467-026-75663-9;DOI:10.2147/ijn.s583425,젤라틴 8% w/v에 LAP 0.25%를 넣고 UV 30초 조사해 메타크릴로일 치환율만으로 압축탄성률 2.99~11.31 kPa를 구현했다. 미반응 잔류물 추출액을 Matrigel 내 폐 전구세포에 적용해도 생존율·NKX2-1 발현이 영향받지 않음을 확인했다 [전문 확인]. LAP는 적절한 가교 조건에서 장기 배양 생존율 75% 이상을 보이고 가시광 개시계가 자외선 개시제의 세포독성을 피한다고 보고된다 [전문 확인],특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),폐; 뼈·연골(참고),"LAP 0.25%, UV 30 s; 압축탄성률 2.99~11.31 kPa [측정법: 압축시험]",SPAAC 무촉매 클릭; DNA 혼성화 가교,광개시제·조사 조건에 따라 세포독성이 달라져 계 간 일반화 불가 / 근거 중 총설 포함(10.2147/ijn.s583425) — 해당 부분은 원저의 1차 실험 근거가 아님.,중,서로 독립된 2편의 전문에서 동일 방향의 제거·치환·농도반응 결과를 확인 / 교차 근거 중 10.2147/ijn.s583425은(는) 총설이므로 독립 실험 근거로 계수하지 않음 → '중'으로 하향(X 레드팀 X-007)
N-063,무촉매 클릭 가교(SPAAC),catalyst-free click crosslinking (SPAAC),L6,AX-5,E2,SUBST,DOI:10.1126/sciadv.add5668,"8-arm PEG-DBCO와 알릴설파이드 비스(PEG3-아자이드)의 변형촉진 아자이드-알카인 고리화 반응으로 생리 조건에서 촉매·개시제 없이 겔화했고, 겔화 30초 내 G′>G″ 교차, 236±12초에 최종 G′ 90% 도달로 오가노이드 3D 봉입이 가능했다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),장,겔화 t90 = 236±12 s; 평형 G′ 1170±150 Pa [측정법: 유변계 진동측정],티올-마이클; 효소 가교,겔화가 상대적으로 느려 세포 침강 편차 가능성,중,단일 원저의 전문에서 실험 조건을 직접 확인했으나 독립적 재현 문헌은 확보하지 못함
N-064,티올-마이클 가교(PEG-MAL / PEG-VS),thiol-Michael crosslinking (PEG-MAL / PEG-VS),L6,AX-5;AX-1,E1,SUBST;REVIEW,DOI:10.1063/1.5045124;DOI:10.1038/s41563-021-01085-1,"4-arm PEG-말레이미드(22, 44 kDa)에 라미닌·RGD 등 생리활성 리간드를 먼저 붙이고 디티올(비스-시스테인) 단백질분해 감수성 또는 비감수성 펩타이드로 가교하는 방식으로, 세포를 포함한 채 겔화해 인간 장 오가노이드를 배양했다 [전문 확인]. 췌장 계에서는 8-arm PEG-비닐설폰을 MMP 감수성 펩타이드로 가교했다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),장; 췌장; 뇌,PEG-MAL 22/44 kDa; PEG-VS 8-arm 40 kDa,SPAAC; FXIII 효소 가교,말레이미드 반응이 빨라 혼합 불균일 위험 — 본문에 정량 평가 없음 / 근거 중 총설 포함(10.1063/1.5045124) — 해당 부분은 원저의 1차 실험 근거가 아님.,중,서로 독립된 2편의 전문에서 동일 방향의 제거·치환·농도반응 결과를 확인 / 교차 근거 중 10.1063/1.5045124은(는) 총설이므로 독립 실험 근거로 계수하지 않음 → '중'으로 하향(X 레드팀 X-007)
N-065,DNA 혼성화 가교,DNA hybridization crosslinking,L6,AX-5;AX-3,E2,SUBST,DOI:10.1038/s41565-023-01483-3,"DNA 가교 기반 DyNAtrix는 자가치유·프린팅이 가능하고 세포적합성·혈액적합성과 조절 가능한 분해를 갖췄으며, 화학 개시제나 온도 변화 없이 일정 온도에서 기계 물성을 프로그램할 수 있다. 무혈청 조건에서는 7일 배양 동안 액틴 보충 없이도 겔이 유지되어 핵산분해효소의 주 공급원이 혈청임을 시사했다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),전체(영양막·MDCK·hiPSC 검증),SRC 길이 14 nt / 18 nt,수소결합형 동적 겔; 이민형 동적 공유가교,합성 DNA 소요량이 많아 비용이 제약이라고 저자들이 명시,중,단일 원저의 전문에서 실험 조건을 직접 확인했으나 독립적 재현 문헌은 확보하지 못함
N-066,pH 완충 기능 내장,built-in pH buffering capacity,L6;L9,AX-5;AX-8;AX-9,E2,SUBST,DOI:10.1002/adhm.202504669,"알데하이드 수식 셀룰로스 나노결정에 히스티딘 완충 분자를 결합하고 젤라틴과 겔화한 섬유형 하이드로겔을 만들었다. 21일 장기 배양 동안 국소 pH를 생리 범위로 유지해 망상 구조와 기계 물성을 보존했고, 환자 유래 유방암 오가노이드의 암세포 증식 활성이 향상되었다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),종양(환자 유래 유방암),21일 배양 동안 생리 pH 범위 유지,잦은 배지 교환,다른 조직(장·간 등)에서의 유효성은 미검증,중,단일 원저의 전문에서 실험 조건을 직접 확인했으나 독립적 재현 문헌은 확보하지 못함
N-067,배지 성장인자(EGF/Noggin/R-spondin/Wnt3a),medium growth factors (EGF/Noggin/R-spondin/Wnt3a),L7,AX-6,E3,OMIT,DOI:10.1038/s41467-020-17161-0;DOI:10.1002/advs.202004705;DOI:10.1002/advs.202002135,"이들 인자는 매트릭스가 아니라 **배지** 성분이다. 간 오가노이드 논문은 라미닌-111·콜라겐 IV·피브로넥틴을 PEG 망에 넣고, HGF·R-spondin·FGF10은 '배양 배지(확장배지 EM)'에 넣었다고 명시적으로 구분했다 [전문 확인]. 장 오가노이드 논문들도 EGF 50 ng/mL, Noggin 조건배지 2%, R-spondin1 조건배지 10%, Wnt3A를 모두 배지 조성으로 기재했다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),전체,EGF 50 ng/mL; Noggin CM 2%; R-spondin1 CM 10% (장 배지 예시),매트릭스 결합형 성장인자(테더링),R-10: 이 성분들을 지지체 필수 물질로 기재하는 것은 오기재 — 매트릭스 필수물질 목록에서 제외해야 함,상,서로 독립된 3편 이상의 전문에서 제거·치환·농도반응 실험 조건을 직접 확인
N-068,매트릭스 공유결합 성장인자(소르타제 테더링 EGF),matrix-tethered growth factor (sortase-ligated EGF),L7,AX-6,E2,DOSE;SUBST,DOI:10.1021/acs.biomac.5b00549,"소르타제 매개 결찰로 GGG-EGF를 LPRTG 기질을 가진 PEG 하이드로겔에 결합시켰고, 겔 내 LPRTG 양 또는 상청의 GGG-EGF 양을 늘릴수록 테더링된 EGF 양이 증가했다. 소르타제 반응의 가역성을 이용해 결합된 EGF를 다시 절단해 정량했고, 테더링된 EGF가 생물학적 활성을 유지함을 확인했다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),전체(재료 공학 검증),LPRTG·GGG-EGF 농도의존적 결합량 증가,배지 첨가형 EGF,오가노이드 형성률에 대한 테더링 vs 배지 직접 비교는 본문 확인 실패,중,단일 원저의 전문에서 실험 조건을 직접 확인했으나 독립적 재현 문헌은 확보하지 못함
N-069,헤파린/황산화 다당 기반 성장인자 포집,heparin/sulfated-polysaccharide GF sequestration,L7,AX-6,E2,DOSE,DOI:10.1016/j.bioactmat.2023.04.011,"GelMA에 헤파린 또는 메타크릴화 헤파린(HepMA)을 2.5~5% 섞은 스캐폴드를 500 ng/mL VEGF 용액에 4 °C 하룻밤 담가 VEGF를 고정했고, ELISA로 고정량이 GelMA/VEGF 115.4±5.1 ng에서 GelMA/HepMA5.0/VEGF 156.3±7.6 ng으로 증가함을 보였다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),췌도(참고); 혈관화 일반,고정량 115.4±5.1 ~ 156.3±7.6 ng/스캐폴드; 침지 500 ng/mL,소르타제 공유 테더링; dECM 내재 인자,오가노이드 형성률에 대한 효과는 이 논문에서 검증되지 않음,중,단일 원저의 전문에서 실험 조건을 직접 확인했으나 독립적 재현 문헌은 확보하지 못함
N-070,탈세포 조직 내재 성장인자,growth factors retained in decellularized ECM,L7,AX-6;AX-8,E2,DOSE,DOI:10.5966/sctm.2015-0235,"탈세포 후 DNA는 6163.7±1221.6 ng/mg에서 67.9±7.7 ng/mg으로 감소했음에도 성장인자는 구조 단백질에 결합된 채 남았다. HGF는 천연 간 86.89±16.76 ng/g 대비 탈세포 기질 41.61±13.36 ng/g, bFGF는 45.50±12.36 ng/g 대비 21.80±5.02 ng/g이었다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),간(탈세포 기질),HGF 41.61±13.36 ng/g; bFGF 21.80±5.02 ng/g; 잔류 DNA 67.9±7.7 ng/mg,재조합 인자 배지 첨가,잔존 인자량의 배치 간 변동과 오가노이드 성능의 상관은 미검증 — 정의성(AX-8)과 상충,중,단일 원저의 전문에서 실험 조건을 직접 확인했으나 독립적 재현 문헌은 확보하지 못함
N-071,세포 자가분비 나센트 ECM,cell-secreted nascent ECM,L7;L2,AX-6;AX-1;AX-9,E1,OMIT,DOI:10.1016/j.stemcr.2024.11.006,"마이크로웰에서 응집체를 먼저 만든 뒤 히알루론산 겔에 봉입하는 2단계 배양에서 폐포 오가노이드가 라미닌·제IV형 콜라겐을 포함한 자체 ECM을 분비했고, 이것이 Matrigel 없이도 오가노이드 형성을 지지했다. 반대로 라미닌/엔탁틴 2 mg/mL을 겔에 섞으면 오가노이드의 COL4 발현이 유의하게 감소했다(외인성 ECM이 자가분비를 억제) [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),폐(폐포); 장·신장(유사 관찰),라미닌/엔탁틴 2 mg/mL 첨가 vs 무첨가,외인성 라미닌 보충,응집(pre-aggregation) 단계가 필수이며 단세포에서는 성립하지 않음,중,단일 원저의 전문에서 실험 조건을 직접 확인했으나 독립적 재현 문헌은 확보하지 못함
N-072,Matrigel 내재 성장인자(정의성 위험),endogenous growth factors in Matrigel,L7;L9,AX-6;AX-8,E2,SUBST,DOI:10.1002/advs.202002135;DOI:10.1177/20417314241230633,"나노셀룰로스 겔에서 IGF-1을 뺀 조건은 유사한 크기 도달에 최소 5일이 더 걸려, EHS(Matrigel) 기질에서 관찰되는 오가노이드 발달에 내재 IGF-1이 기여함을 시사했다 [전문 확인]. 기저막 매트릭스 안에 다수의 활성 성장인자가 들어 있어 ECM 성분에 기인한 세포 활성 해석에 주의가 필요하다는 지적이 인용된다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),장; 전체,IGF-1 유무 비교(농도는 본문 기준),성장인자 감량(GFR) Matrigel; 완전 합성 겔 + 배지 인자,Matrigel 로트별 인자 함량 변동의 정량 데이터는 확보 실패,상,서로 독립된 2편의 전문에서 동일 방향의 제거·치환·농도반응 결과를 확인
N-073,저온 가역 졸-겔 회수,cold-reversible sol-gel recovery,L8,AX-7;AX-5,E1,SUBST,DOI:10.1002/adfm.202000893;DOI:10.3389/fmolb.2023.1100541,"PIC-LEC 겔은 냉각 시 즉시 액화했고 Matrigel은 15분 냉각 후에도 약 50 Pa의 강성을 유지해, PIC 쪽이 온도 변화만으로 세포 회수가 쉬움을 보였다 [전문 확인]. 타액선 오가노이드는 14일 배양 후 차가운 PBS를 넣는 것만으로 PIC 겔에서 분리했다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),간; 타액선,냉각 7 °C/min → 4 °C 10분 유지; Matrigel 잔존 G′ 약 50 Pa [측정법: 원문에 측정법이 명시되지 않아 확인 실패 — 수치를 다른 측정법 값과 직접 비교하지 말 것],킬레이트/효소 회수,열가역성 재료는 37 °C 배양 중 기계적 안정성이 상대적으로 낮음,상,서로 독립된 2편의 전문에서 동일 방향의 제거·치환·농도반응 결과를 확인
N-074,킬레이트·저온 기반 회수 용액,chelation/cold-based cell recovery solution,L8,AX-7,E2,VENDOR;SUBST,DOI:10.1038/ncb3516;DOI:10.1016/j.bioactmat.2023.07.001;DOI:10.1021/acs.analchem.5c05415,"자궁내막 오가노이드 동결 전 Corning Cell Recovery Solution으로 Matrigel을 제거했고 [전문 확인], 장 오가노이드-온어칩 연구도 4 °C Cell Recovery Solution으로 Matrigel을 용해했다 [전문 확인]. MALDI 질량분석 이미징 전처리 비교에서는 회수 용액 2 mL/well을 4회 이상 쓰는 절차가 기술되었다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),전체,"4 °C, 2 mL/well 단위 사용(연구별 상이)",여과 기반 겔 제거; 효소 분해,조성이 비공개인 상용 시약이라 정의성(AX-8) 요건과 상충,상,서로 독립된 3편 이상의 전문에서 제거·치환·농도반응 실험 조건을 직접 확인
N-075,효소 회수(콜라게나아제/디스파아제/히알루로니다아제),enzymatic retrieval,L8,AX-7;AX-4,E1,SUBST,DOI:10.1016/j.bioactmat.2025.12.046;DOI:10.1016/j.stemcr.2024.11.006;DOI:10.1002/advs.202004705,식도 오가노이드는 4 °C Cell Recovery Solution 30분과 37 °C 콜라게나아제 IV 2 mg/mL 30분을 순차 적용해 회수했다 [전문 확인]. HA 겔의 폐포 오가노이드는 히알루로니다아제 2 wt%로 회수했다 [전문 확인]. HELP는 엘라스타아제와 히알루로니다아제로 분해했다 [전문 확인],특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),식도; 폐; 장,콜라게나아제 IV 2 mg/mL·37 °C·30분; 히알루로니다아제 2 wt%,가역 가교 절단; 냉각 액화,효소가 세포 표면 단백질을 절단해 조직 무결성을 훼손할 수 있다는 지적 존재,상,서로 독립된 3편 이상의 전문에서 제거·치환·농도반응 실험 조건을 직접 확인
N-076,프로테아제 특이 절단형 가역 가교(FXa 반응성),protease-specific cleavable crosslink (FXa-responsive),L8,AX-7;AX-4,E2,SUBST,DOI:10.1002/adhm.202402593,"통상적인 트립신·펩신·콜라게나아제 같은 ECM 분해효소나 킬레이트 완충액은 공학 조직의 ECM 구조를 파괴하고 세포 표면 단백질을 원치 않게 절단하므로 부적합하다는 문제 제기 아래, 활성화 제X인자(FXa)에 특이적으로 반응해 절단되는 하이드로겔을 설계해 각막내피 조직판을 온전히 떼어냈다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),각막(참고 조직); 회수 전략 일반,FXa 특이 절단 서열 기반,광분해성 가교; 소르타제 절단,오가노이드(상피 3D)에서의 적용 검증은 본문에 없음,중,단일 원저의 전문에서 실험 조건을 직접 확인했으나 독립적 재현 문헌은 확보하지 못함
N-077,여과 기반 겔 제거,filtration-based hydrogel elimination,L8,AX-7,E2,SUBST,DOI:10.1021/acs.analchem.5c05415,"장 오가노이드를 막 위에 포집해 잔여물을 제거하고 PBS 10 mL로 씻어 내리는 여과 기반 절차를, 기존 Cell Recovery Solution 방식(4 °C, 2 mL/well 반복)과 비교해 ECM 하이드로겔을 신속히 제거했다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),장,"PBS 10 mL 세척, 200 g 5분 4 °C 원심",효소 분해; 킬레이트 회수,분석(질량분석 이미징) 전처리 목적이며 재배양 생존율 데이터는 본문 확인 실패,중,단일 원저의 전문에서 실험 조건을 직접 확인했으나 독립적 재현 문헌은 확보하지 못함
N-078,광분해성 가교,photodegradable crosslink,L8,AX-7;AX-5,E2,SUBST,DOI:10.1038/s41467-023-40805-w;DOI:10.1126/science.1169494,"세 가지 가시광 파장에 선택적으로 반응하는 광분해성 가교자를 설계하고, 용액 상태·겔화 중·광분해 후 각각에 대해 인간 골수 기질세포와 10T1/2 섬유아세포로 세포적합성을 평가했으며 SPAAC PEG 겔에 세포를 봉입했다 [전문 확인]. 광분해성 하이드로겔로 물리·화학 성질을 동적으로 조절하는 원리는 랜드마크 연구에서 제시되었다 [본문 미확인 — 초록 범위]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),전체(재료 공학 검증),"가시광 3파장 선택적 분해; 개시제 1 mM, 3시간 노출 조건의 세포적합성 평가",효소 절단형 가역 가교,오가노이드 회수 후 재배양 성공률 데이터는 확보 실패,중,"근거 혼합 — 일부는 전문에서 실험 조건 직접 확인, 일부는 초록 범위에 그침"
N-079,무이종(xeno-free)·무동물유래 요건,xeno-free / animal-free requirement,L9,AX-8,E2,SUBST,DOI:10.1002/adfm.202000893;DOI:10.1002/adma.201801621,"LEC는 마우스 육종 유래라 무이종이 아니고 임상 적용에 부적합하므로 인간 재조합 라미닌-111로 치환한 결과, 3명 중 2명 공여자에서 동등한 농도의존 증식이 재현되었고 1명에서는 증식이 낮았다 [전문 확인]. 피브린 계는 정제 인간 혈장 피브리노젠 기반의 동물 유래 없는 매트릭스로 제안되었다 [본문 미확인 — 초록 범위]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),전체,hrLaminin-111 1~3 mg/mL (LEC와 동일 농도 범위),완전 합성 펩타이드 겔; 식물 유래 나노셀룰로스,무이종 전환 시 공여자 간 변동이 커진다는 신호 — 원인 미규명,중,"근거 혼합 — 일부는 전문에서 실험 조건 직접 확인, 일부는 초록 범위에 그침"
N-080,배치 간 변동(동물 유래 기질),batch-to-batch variability of animal-derived matrix,L9,AX-8,E2,DOSE,DOI:10.1002/adfm.202000893;DOI:10.1002/advs.202004705,Matrigel은 배치 간 변동이 최대 50%에 이르며 재현성에 영향을 준다고 기술되었다 [전문 확인]. HELP 논문은 EHS 기질에서 배양한 엔테로이드의 CD44 제시가 유의하게 더 큰 변동(F 검정 p=0.0239)을 보여 EHS 기질의 배치 변동 보고와 일치한다고 서술했다 [전문 확인],특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),전체,배치 간 변동 최대 약 50%; CD44 변동 F 검정 p=0.0239,완전 정의 합성 겔; 로트 고정 구매,'50%' 수치는 인용된 선행 보고 기준이며 원측정 조건은 본 자료 내 미확인,상,서로 독립된 2편의 전문에서 동일 방향의 제거·치환·농도반응 결과를 확인
N-081,GMP 등급 원료 가용성,GMP-grade raw material availability,L9,AX-8,E2,SUBST,DOI:10.1038/s41467-019-13605-4,"탈세포 조직 유래 ECM 겔의 제조 파이프라인 각 단계에서 쓰인 모든 화학물질·시약이 이미 GMP 등급으로 시판된다는 점을 명시하고 목록을 부록 표로 제시했으며, 인간 생검에서 동물 유래 기질 없이 오가노이드를 유도할 수 있음을 보였다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),전체(내배엽 오가노이드 검증),정량 근거 없음(원료 목록 기반),완전 합성 PEG/펩타이드 계,GMP 등급 원료 사용이 곧 최종 제품 규격 충족을 뜻하지는 않음,중,단일 원저의 전문에서 실험 조건을 직접 확인했으나 독립적 재현 문헌은 확보하지 못함
N-082,내독소 상한 규격,endotoxin specification limit,L9,AX-8,E3,REVIEW,DOI:10.1038/s42003-021-02910-8,"확보한 전문 133편과 검증 문헌 풀 전체를 'endotoxin', 'EU/mL' 등으로 검색했으나 오가노이드 지지체 재료에 대한 내독소 상한 규격 수치를 제시한 원저를 찾지 못했다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),전체,확보 실패: 규격 수치 없음,해당 없음,확보 실패: 본 근거 자료(논문 기반)에는 재료 규격서 수준의 내독소 한도가 존재하지 않음 — 규격 문서는 이 하니스의 논문 근거 범위 밖,하,총설·제조사 자료 기반 정성 근거(제거·치환·농도반응 실험 없음) — 규칙에 따라 E2 이하로만 판정
N-083,혈액적합성·세포적합성 평가,haemocompatibility / cytocompatibility assessment,L9,AX-8,E2,SUBST,DOI:10.1038/s41565-023-01483-3,"DNA 가교 매트릭스에 대해 과립구 CD11b 활성형(CBRM1/5) 비율, 응고 활성화 표지(프로트롬빈 단편 F1+2), 혈소판 활성화 표지를 측정하고 내독소 100 EU/mL 처리 혈액을 기준으로 CD11b 발현 강도를 정규화하는 방식의 혈액적합성 평가를 수행했다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),전체(재료 안전성),내독소 100 EU/mL 양성대조 기준 정규화,해당 없음,이 100 EU/mL은 양성대조 농도이지 제품 규격 상한이 아님 — 혼동 금지,중,단일 원저의 전문에서 실험 조건을 직접 확인했으나 독립적 재현 문헌은 확보하지 못함
N-084,LDEV-free / 성장인자 감량(GFR) 등급,LDEV-free / growth-factor-reduced grade,L9,AX-6;AX-8,E2,VENDOR,DOI:10.1038/s41563-021-01085-1,"췌장암 오가노이드 유도에 '성장인자 감량(growth-factor reduced), 페놀레드 무함유, LDEV-free' Matrigel을 20 µL 액적으로 사용했다고 방법부에 명시되어 있다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),전체,20 µL 액적/웰 (24웰),완전 합성 겔,등급 표기는 제조사 규격이며 로트별 실측 성분표는 논문에 제시되지 않음,하,총설·제조사 자료 기반 정성 근거(제거·치환·농도반응 실험 없음) — 규칙에 따라 E2 이하로만 판정
