material_id,name_ko,name_en,synonyms,layer,function_role,ecm_counterpart,essentiality,evidence_ref,patent_ref,supplier,catalog_no,grade,origin,spec,price,alternatives,risk,confidence,confidence_reason
C-L3-008,테나신-C,Tenascin-C,TNC; hexabrachion,L3,육완상(hexabrachion) 구조의 기질세포 조절 단백질로 인테그린 α9β1·αvβ3에 결합해 접착을 약화시키고 줄기세포 니치를 유지,신경·근육 줄기세포 니치의 테나신-C,선택,DOI:10.1016/j.biocel.2015.06.003,없음(특허 조사는 본 산출물 범위 외),R&D Systems (Bio-Techne),3358-TC,연구용,인간 재조합,"NS0 발현 인간 테나신-C Gly23-Pro625, C-말단 6His 태그, CF, 순도 >95%, 50 µg 포장",공개 카탈로그 가격 미표시(확인일 2026-09-14),피브로넥틴; 아그린,"전장이 아닌 부분 단편이며, 접착 저해성이 강해 과량 사용 시 오가노이드 부착을 방해",상,"R&D Systems 공식 제품 페이지에서 품번·아미노산 범위·태그·순도를 확인, 테나신-C의 인테그린 리간드 기능 리뷰와 신경줄기세포 니치 논문으로 근거 확보"
C-L3-009,재조합 인간 콜라겐 XV형,Recombinant human collagen XV,COL15A1; restin 전구체,L3,기저막 주변에 분포하는 multiplexin 계열 콜라겐으로 세포 부착과 이동을 조절,기저막 주변 콜라겐 XV,선택,DOI:10.1074/jbc.m109.033787,없음(특허 조사는 본 산출물 범위 외),"미확인(연구용 카탈로그 판매 제조사 공식 페이지 확인 실패, 2026-09-14)",미확인(제조사 제품 페이지 접근 실패),연구용,인간 재조합,"논문 기준 재조합 인간 콜라겐 XV 전장 단백질, 세포 부착·이동 활성 보유",공개 카탈로그 가격 미표시(확인일 2026-09-14),퍼레칸(Sigma H4777); 니도젠-1(R&D 2570-ND),상용 연구용 제품의 공급 경로가 확인되지 않아 자체 발현이 필요할 수 있음,하,재조합 인간 콜라겐 XV의 세포 부착·이동 조절 논문으로 물질 실재성과 기능은 확인했으나 제조사 공식 제품 페이지·품번·가격을 확인하지 못함
C-L3-010,재조합 인간 콜라겐 XVII형,Recombinant human collagen XVII,COL17A1; BP180; BPAG2,L3,반데스모좀 막관통 콜라겐으로 상피 기저세포를 기저막에 고정하고 표피 줄기세포 유지에 관여,반데스모좀 콜라겐 XVII,선택,DOI:10.1080/07853890.2026.2694876,없음(특허 조사는 본 산출물 범위 외),"미확인(연구용 카탈로그 판매 제조사 공식 페이지 확인 실패, 2026-09-14)",미확인(제조사 제품 페이지 접근 실패),연구용,인간 재조합,"논문 기준 재조합 인간 콜라겐 XVII, 표피 줄기세포 보호 활성 보고",공개 카탈로그 가격 미표시(확인일 2026-09-14),라미닌-332(BioLamina LN332); 콜라겐 VII형,상용 공급 경로 미확인; 막관통 단백질 특성상 가용화 형태의 기능 재현이 제한적,하,재조합 인간 콜라겐 XVII의 표피 줄기세포 보호 논문으로 물질과 기능은 확인했으나 공급사·품번·가격을 확인하지 못함
C-L4-001,표피성장인자,EGF (Epidermal Growth Factor),EGF; 표피성장인자,L4,배지 첨가형(medium supplement) — 매트릭스 결합형 아님. Lgr5+ 장 줄기세포 확장 배지(ENR)의 E에 해당하며 EGFR-MAPK 경로로 증식을 구동,가용성 성장인자(ECM 구조 성분 아님),선택,DOI:10.1038/nature07935,없음(특허 조사는 본 산출물 범위 외),PeproTech (Thermo Fisher),AF-100-15,연구용,인간 재조합,"대장균 발현 동물유래성분 무함유(animal-free) 재조합 인간 EGF, 100 µg 등 포장",공개 카탈로그 가격 미표시(확인일 2026-09-14),R&D 236-EG; 동등 재조합 EGF,반감기가 짧아 2~3일마다 배지 교환 필요; 배지 성분이므로 매트릭스 조성표에 넣으면 안 됨,상,"PeproTech/Thermo 공식 카탈로그에서 품번·발현계 확인, Sato 2009 Nature의 ENR 배지 조성으로 필수성 근거 확보 / 배지 성분이므로 매트릭스 소재 기준 필수도는 '선택'(V 감사 반려-001 반영)"
C-L4-002,노긴,Noggin,NOG; BMP 길항제,L4,배지 첨가형(medium supplement) — 매트릭스 결합형 아님. BMP4/BMP2를 직접 결합해 BMP 신호를 차단하고 크립트(줄기세포) 정체성을 유지,가용성 형태형성인자 길항제,선택,DOI:10.1038/nature07935,없음(특허 조사는 본 산출물 범위 외),PeproTech (Thermo Fisher),120-10C,연구용,인간 재조합,"재조합 인간 노긴, 약 46 kDa 이황화 결합 동종이량체, 100 µg 포장",공개 카탈로그 가격 미표시(확인일 2026-09-14),R&D 6057-NG; 노긴 조건배지,고가 단백질로 장기 확장 배양 비용의 큰 비중을 차지; 조건배지 대체 시 역가 편차,상,"PeproTech 공식 제품 페이지에서 품번·분자형태·포장 확인, Sato 2009 ENR 배지 조성으로 필수성 근거 확보 / 배지 성분이므로 매트릭스 소재 기준 필수도는 '선택'(V 감사 반려-001 반영)"
C-L4-003,알스폰딘-1,R-spondin-1,RSPO1; 알스폰딘,L4,배지 첨가형(medium supplement) — 매트릭스 결합형 아님. LGR5/ZNRF3-RNF43 축을 통해 Wnt 수용체 턴오버를 억제하여 Wnt 신호를 증폭,가용성 Wnt 증폭 인자,선택,DOI:10.1038/nature07935,없음(특허 조사는 본 산출물 범위 외),PeproTech (Thermo Fisher),120-38,연구용,인간 재조합,"재조합 인간 R-스폰딘-1, 약 26.7 kDa, 20 µg/100 µg/500 µg 포장",공개 카탈로그 가격 미표시(확인일 2026-09-14),R&D 4645-RS; RSPO1 조건배지(HA-R-Spondin1-Fc 293T),정제 단백질 단가가 매우 높아 실무에서는 조건배지로 대체되는 경우가 많고 이때 역가 표준화가 어려움,상,"PeproTech/Fisher 카탈로그에서 품번·분자량·포장 확인, Sato 2009 ENR 배지 조성으로 필수성 근거 확보 / 배지 성분이므로 매트릭스 소재 기준 필수도는 '선택'(V 감사 반려-001 반영)"
C-L4-004,Wnt3a,Wnt-3a,WNT3A,L4,배지 첨가형(medium supplement) — 매트릭스 결합형 아님. 대장·위 등 Wnt 의존 조직 오가노이드 확장에 추가되는 Wnt 리간드로 β-카테닌 안정화를 유도,가용성 Wnt 리간드,조건부,DOI:10.1053/j.gastro.2011.07.050,없음(특허 조사는 본 산출물 범위 외),R&D Systems (Bio-Techne),5036-WN,연구용,인간 재조합,"재조합 인간 Wnt-3a, MC3T3-E1 알칼리성 인산분해효소 유도 활성 검증품",공개 카탈로그 가격 미표시(확인일 2026-09-14),5036-WNP(고순도); L-Wnt3a 조건배지,소수성이 강해 혈청/지질 담체 없이는 활성 손실이 크고 조건배지 대체 시 로트 편차가 큼,상,"R&D Systems 공식 제품 페이지에서 품번·활성 검증 지표 확인, Sato 2011 인간 대장 오가노이드 배지 조성으로 근거 확보"
C-L4-005,섬유아세포성장인자 2,FGF-2 (basic FGF),bFGF; FGF2,L4,"배지 첨가형(medium supplement) — 매트릭스 결합형 아님. 헤파란황산과 삼원 복합체를 이뤄 FGFR을 이량체화하며, 신경 오가노이드 유도 및 다능성 유지에 사용",헤파린 결합 성장인자(ECM에 저장되나 제품 자체는 배지 성분),조건부,DOI:10.1038/nature12517,없음(특허 조사는 본 산출물 범위 외),PeproTech (Thermo Fisher),100-18B,연구용,인간 재조합,"재조합 인간 FGF-basic 154 아미노산형, 약 17.2 kDa, 100 µg/1 mg 포장",공개 카탈로그 가격 미표시(확인일 2026-09-14),100-18C(146 aa형); 열안정성 FGF2 변이체,37 ℃에서 반감기가 매우 짧아 매일 보충 또는 열안정 변이체가 필요; 헤파린 공존 시 활성 크게 변동,상,"PeproTech 공식 제품 페이지에서 품번·아미노산 길이·분자량 확인, Lancaster 2013 뇌 오가노이드 프로토콜로 용도 근거 확보"
C-L4-006,섬유아세포성장인자 7,FGF-7 (KGF),KGF; 각질세포성장인자,L4,배지 첨가형(medium supplement) — 매트릭스 결합형 아님. FGFR2b 선택적 리간드로 기도·폐 등 상피 오가노이드 확장 배지에 포함,가용성 상피 특이 성장인자,조건부,DOI:10.15252/embj.2018100300,없음(특허 조사는 본 산출물 범위 외),PeproTech (Thermo Fisher),100-19,연구용,인간 재조합,"재조합 인간 KGF(FGF-7), 163 아미노산, 약 18.9 kDa",공개 카탈로그 가격 미표시(확인일 2026-09-14),R&D 251-KG; FGF10(100-26),FGF10과 수용체가 겹쳐 조직별로 어느 쪽이 필요한지 실험적 확인이 필요,상,"PeproTech 공식 제품 페이지에서 품번·아미노산 수·분자량 확인, Sachs 2019 기도 오가노이드 배지 조성으로 근거 확보"
C-L4-007,섬유아세포성장인자 10,FGF-10,FGF10; KGF-2,L4,배지 첨가형(medium supplement) — 매트릭스 결합형 아님. 간·췌장·기도 오가노이드 확장 배지의 핵심 성분으로 상피 분지 형태형성을 지지,가용성 상피-간엽 신호 인자,조건부,DOI:10.1016/j.cell.2014.11.050,없음(특허 조사는 본 산출물 범위 외),PeproTech (Thermo Fisher),100-26,연구용,인간 재조합,"재조합 인간 FGF-10, 170 아미노산, 약 19.3 kDa, 100 µg 포장",공개 카탈로그 가격 미표시(확인일 2026-09-14),R&D 345-FG; FGF7(100-19),고농도 장기 노출 시 분화 방향이 치우칠 수 있어 농도 최적화 필요,상,"PeproTech 공식 제품 페이지에서 품번·아미노산 수·분자량 확인, Huch 2015 인간 간 오가노이드 배지 조성으로 근거 확보"
C-L4-008,골형성단백질 4,BMP-4,BMP4,L4,"배지 첨가형(medium supplement) — 매트릭스 결합형 아님. TGF-β 상위과 리간드로 분화 유도 단계에서 추가되며, 확장 단계에서는 노긴으로 이 신호를 오히려 차단",가용성 형태형성인자,선택,DOI:10.1038/nature13863,없음(특허 조사는 본 산출물 범위 외),R&D Systems (Bio-Techne),314-BP,연구용,인간 재조합,"재조합 인간 BMP-4, 노긴 저해 활성 분석의 표준 리간드로 사용",공개 카탈로그 가격 미표시(확인일 2026-09-14),PeproTech 120-05ET; BMP2,확장 배지에 잘못 투입하면 노긴 효과를 상쇄해 줄기세포 소실을 초래 — 단계별 사용 구분이 필수,중,"R&D Systems 공식 자료에서 품번·활성 분석 용도를 확인, McCracken 2014 위 오가노이드 논문은 BMP 신호 조절(노긴 억제)의 중요성을 보인 것으로 BMP4 단독 투여 효과의 직접 근거는 아님"
C-L4-009,형질전환성장인자 베타 1,TGF-beta 1,TGF-β1,L4,"배지 첨가형(medium supplement) — 매트릭스 결합형 아님이 기본이나, 엘라스틴 유사 폴리펩타이드 융합 등 매트릭스 결합형(matrix-tethered) 설계 사례가 보고됨",잠재형 복합체로 ECM에 저장되는 성장인자,선택,DOI:10.1039/d5tb02142a,없음(특허 조사는 본 산출물 범위 외),R&D Systems (Bio-Techne),240-B,연구용,인간 재조합,"CHO 발현 재조합 인간 TGF-β1, ED50 0.04~0.2 ng/mL, 2 µg 등 포장",공개 카탈로그 가격 미표시(확인일 2026-09-14),ACFP240(무동물성분 등급); 240-GMP(GMP 등급),상피 오가노이드 확장에서는 오히려 억제 신호로 작용하여 A83-01로 차단하는 것이 일반적 — 목적 반대 방향 사용 주의,상,"R&D Systems 공식 제품 페이지에서 품번·ED50·발현계 확인, TGF-β1-ELP 융합 나노입자 논문으로 매트릭스 결합형 사례 근거 확보"
C-L4-010,간세포성장인자,HGF (Hepatocyte Growth Factor),HGF; scatter factor,L4,배지 첨가형(medium supplement) — 매트릭스 결합형 아님. c-Met 수용체를 통해 간·담도 오가노이드의 증식과 분화를 지지,가용성 성장인자,조건부,DOI:10.1016/j.cell.2014.11.050,없음(특허 조사는 본 산출물 범위 외),PeproTech (Thermo Fisher),100-39H,연구용,인간 재조합,"재조합 인간 HGF, 간 오가노이드 분화 배지 성분",공개 카탈로그 가격 미표시(확인일 2026-09-14),R&D 294-HG,이형이량체 구조로 활성 확인이 까다롭고 로트 간 비활성 편차가 큼,중,"PeproTech 카탈로그에서 품번 확인, Huch 2015 인간 간 오가노이드 분화 배지 조성으로 근거 확보"
C-L4-011,혈관내피성장인자 165,VEGF-165,VEGF-A165,L4,"배지 첨가형이 기본이며, 동시에 인테그린 특이 PEG 하이드로젤에 공유 결합된 매트릭스 결합형(matrix-tethered) 적용이 명확히 입증된 드문 사례",헤파린 결합 도메인을 통해 ECM에 저장되는 성장인자,선택,DOI:10.1002/jbm.a.35626,없음(특허 조사는 본 산출물 범위 외),R&D Systems (Bio-Techne),293-VE,연구용,인간 재조합,"재조합 인간 VEGF-165, 순도 >97%, ED50 1.50~12.0 ng/mL",공개 카탈로그 가격 미표시(확인일 2026-09-14),PeproTech 100-20; 293-GMP-050(GMP 등급),"가용성 투여 시 확산 손실이 커 국소 농도 유지가 어렵고, 과량은 비정상 혈관 누출을 유발",상,"R&D Systems 공식 제품 페이지에서 품번·순도·ED50 확인, VEGF를 공유 결합시킨 인테그린 특이 하이드로젤 논문으로 매트릭스 결합형 근거 확보"
C-L4-012,Y-27632(ROCK 저해제),Y-27632 dihydrochloride,ROCK inhibitor; Rho 키나아제 저해제,L4,배지 첨가형(medium supplement) — 매트릭스 결합형 아님. 단일세포 해리 직후 anoikis(부착 상실 세포사)를 억제해 오가노이드 형성 효율을 높임,"해당 없음(합성 소분자, ECM 성분 아님)",선택,DOI:10.1038/nature07935,없음(특허 조사는 본 산출물 범위 외),Tocris (Bio-Techne) / STEMCELL Technologies,Tocris 1254 / STEMCELL 72302,연구용,합성,"선택적 ROCK 저해제 이염산염, 1 mg·10 mg 등 포장, 통상 10 µM 사용",공개 카탈로그 가격 미표시(확인일 2026-09-14),Fasudil; Thiazovivin,장기 노출 시 세포골격·분화에 인위적 영향을 주므로 통상 파종 후 2~3일만 사용,상,"Tocris 및 STEMCELL 공식 제품 정보에서 품번·작용점을 확인, Sato 2009에서 단일세포 배양 시 Y-27632 사용이 기술된 점으로 근거 확보 / 배지 성분이므로 매트릭스 소재 기준 필수도는 '선택'(V 감사 반려-001 반영)"
C-L4-013,A83-01(ALK4/5/7 저해제),A 83-01,TGF-β 수용체 저해제,L4,배지 첨가형(medium supplement) — 매트릭스 결합형 아님. TGF-β/ALK5 신호를 차단해 상피 오가노이드의 장기 확장과 유전체 안정성을 유지,해당 없음(합성 소분자),선택,DOI:10.1016/j.cell.2014.11.050,없음(특허 조사는 본 산출물 범위 외),Tocris (Bio-Techne),2939,연구용,합성,"ALK5/ALK4/ALK7 키나아제 저해제, 10 mg 등 포장, 통상 0.5~5 µM 사용",공개 카탈로그 가격 미표시(확인일 2026-09-14),SB431542; RepSox,DMSO 용매 잔류 농도 관리 필요; 과도한 TGF-β 차단은 분화 유도 단계를 방해,상,"Tocris/R&D 공식 제품 페이지에서 품번·표적(ALK5/4/7) 확인, Huch 2015 인간 간 오가노이드 확장 배지 조성으로 필수성 근거 확보 / 배지 성분이므로 매트릭스 소재 기준 필수도는 '선택'(V 감사 반려-001 반영)"
C-L4-014,CHIR99021(GSK-3 저해제),CHIR 99021,GSK3 저해제; Wnt 경로 활성화제,L4,"배지 첨가형(medium supplement) — 매트릭스 결합형 아님. GSK-3를 저해해 β-카테닌을 안정화하며, 신장 오가노이드 등에서 중간중배엽 유도에 사용",해당 없음(합성 소분자),조건부,DOI:10.1038/nature15695,없음(특허 조사는 본 산출물 범위 외),Tocris (Bio-Techne) / STEMCELL Technologies,Tocris 4423 / STEMCELL 72052,연구용,합성,"고선택성 GSK-3 저해제, 10 mg 등 포장, 통상 3~8 µM 사용",공개 카탈로그 가격 미표시(확인일 2026-09-14),Wnt3a 단백질; L-Wnt3a 조건배지,농도·노출시간이 계열 결정에 직결되어 프로토콜 간 이식성이 낮음,상,"Tocris 및 STEMCELL 공식 제품 정보에서 품번·표적 확인, Takasato 2015 신장 오가노이드 유도 프로토콜로 근거 확보"
C-L4-015,고정화 FGF-2 계면,Immobilized FGF-2 biointerface,tethered FGF2; FGF-2 immobilized surface,L4,"매트릭스 결합형(matrix-tethered). FGF-2를 기질에 공유 고정하면 수용체 내재화가 억제되어 신호가 지속되며, 외인성 TGF-β1 없이도 연골분화를 유도",헤파란황산에 결합해 제시되는 ECM 저장 성장인자의 인공 재현,선택,DOI:10.34133/bmr.0367,없음(특허 조사는 본 산출물 범위 외),"미확인(연구실 자체 제작 계면, 상용 제품 확인 실패 2026-09-14)",미확인(상용 카탈로그 제품 아님),연구용,인간 재조합,"논문 기준 FGF-2를 표면에 공유 고정한 생체계면, 인간 중간엽줄기세포 연골분화 유도",공개 카탈로그 가격 미표시(확인일 2026-09-14),헤파린 기능화 하이드로젤을 통한 FGF2 포획; 가용성 FGF2 첨가,상용 제품이 아니어서 자체 제작·검증 부담이 크고 고정화 밀도 표준화가 어려움,중,고정화 FGF-2가 외인성 TGF-β1 없이 연골분화를 유도함을 보인 논문으로 개념은 확립되었으나 상용 공급 제품은 확인되지 않음
C-L4-016,VEGF 모사 펩타이드 접합 ELP 하이드로젤,VEGF-mimetic peptide-grafted ELP hydrogel,tethered VEGF mimetic; QK peptide-ELP,L4,매트릭스 결합형(matrix-tethered). 성장인자 단백질 대신 VEGF 모사 펩타이드를 ELP 골격에 접합해 확산 손실 없이 혈관신생 신호를 국소 제시,ECM에 결합된 상태로 제시되는 VEGF의 인공 대체,선택,DOI:10.1039/c3bm60293a,없음(특허 조사는 본 산출물 범위 외),"미확인(연구실 합성 재료, 상용 제품 확인 실패 2026-09-14)",미확인(상용 카탈로그 제품 아님),연구용,합성,논문 기준 원팟 합성 ELP 하이드로젤에 VEGF 모사 펩타이드를 그래프트,공개 카탈로그 가격 미표시(확인일 2026-09-14),R&D 293-VE(VEGF165) 공유 결합; 헤파린 매개 VEGF 포획,펩타이드 모사체는 전장 VEGF 대비 역가가 낮아 고밀도 접합이 필요,중,VEGF 모사 펩타이드 그래프트 ELP 하이드로젤 논문으로 개념은 확립되었으나 상용 공급 제품은 확인되지 않음
C-L4-017,헤파린 기능화 성장인자 저장 매트릭스,Heparin-functionalized growth factor reservoir matrix,heparin-functionalized hydrogel; GF sequestration,L4,매트릭스 결합형(matrix-tethered). 매트릭스에 헤파린/헤파란황산을 도입해 FGF2·VEGF 등을 결합·보호하고 세포 요구에 따라 서서히 방출,기저막 HSPG의 성장인자 저장고 기능,조건부,DOI:10.1111/j.1524-475x.2009.00466.x,없음(특허 조사는 본 산출물 범위 외),Sigma-Aldrich (Merck) — 헤파린 원료 기준,"H3149(헤파린 나트륨, 매트릭스 접합은 사용자 공정)",연구용,동물,헤파린 나트륨 분말을 티올화 HA·PEG 등에 공유 접합하여 성장인자 결합 부위를 도입하는 방식,공개 카탈로그 가격 미표시(확인일 2026-09-14),헤파란황산(Sigma H7640) 접합; 합성 황산화 폴리머,헤파린 접합량이 과다하면 성장인자를 과결합해 오히려 신호를 차단하고 항응고 활성이 잔류,중,"ECM-성장인자 상호작용 리뷰로 기전 근거는 확보했으나, 완제품 형태의 상용 헤파린 기능화 매트릭스 제품은 확인하지 못해 원료 기준으로 기재"
