item_id,category,name_ko,name_en,function,necessity,tissue_scope,stage,conc_typical,conc_range,form,evidence_type,evidence_ref,experiment_summary,supplier,catalog_no,grade,stock_storage,alternatives,risk,confidence,confidence_reason
MD-039,조직특이성장인자,VEGF,Vascular Endothelial Growth Factor,뇌 오가노이드에 혈관 유사 망을 도입하는 공배양에서 내피세포 생존·망 형성 유도,조건부,뇌,분화,50 ng/mL,"25–50 ng/mL (25 ng/mL 4일 간격 투여는 망 형성이 열등, 50 ng/mL 선택)",재조합 단백질,DOSE;REVIEW,PMC12631921 (10.1002/advs.202507256) [전문 확인],"사람 뇌미세혈관 내피세포(HBMVEC)를 80% Geltrex droplet에 봉입해 뇌 오가노이드와 공배양, ECG:CO 배지 1:7 혼합에 VEGF 50 ng/mL 첨가. 혈관화 오가노이드는 배지 침투가 늘고 아폽토시스가 최대 1/3로 감소 ★ DOSE 근거: VEGF를 4일 간격 25 ng/mL로 투여한 조건은 혈관망 형성이 열등했고 50 ng/mL와 유의차가 없어 공배양에는 50 ng/mL를 채택했다.",확보 실패: 해당 논문에 VEGF 공급사·품번 미기재,확보 실패,연구용,"동결건조 분말 −20 °C. 0.1% BSA 함유 PBS 저장액, 소분 −80 °C",확보 실패,혈관화 공배양 전용. 단독 뇌 오가노이드 배지에는 불필요,상,두 농도 비교(DOSE)를 전문에서 확인. 품번은 확보 실패
MD-040,조직특이성장인자,TGF-β1,Transforming Growth Factor beta 1,확장배지에서는 A83-01로 차단하는 대상. EMT 모델 등 특정 표현형을 유도할 때만 의도적으로 넣는다,선택,종양(난소 등),분화,5 ng/mL,5 ng/mL,재조합 단백질,REVIEW,"PMC9065188 (10.7150/thno.70194) [전문 확인, 5 ng/mL]",복수 유래 난소암 오가노이드 EMT 모델: Matrigel 배양 중 TGF-β 5 ng/mL 처리. 같은 논문의 일반 배양배지에는 A83-01 500 nM(TGF-β 저해제)이 들어 있다 — 같은 경로를 목적에 따라 끄고 켠다,확보 실패: 해당 논문에 공급사·품번 미기재,확보 실패,연구용,동결건조 분말 −20 °C. 산성 완충액(예: 4 mM HCl + 0.1% BSA) 재용해가 일반 실무,해당 없음,★ A83-01(MD-042)과 정면 길항. 확장배지에 혼입되면 오가노이드가 EMT·성장정지로 간다,중,단일 논문의 처리 조건 기재(REVIEW). 품번 확보 실패
MD-041,저분자,Y-27632 (ROCK 저해제),Y-27632 dihydrochloride,"Rho 결합 인산화효소(ROCK1/2) 저해제. 단일세포로 해리한 상피세포가 겪는 아노이키스(anoikis, 부착소실 사멸)를 막는다. ★ 계대·해동 직후에만 넣고 며칠 뒤 뺀다",조건부,전 조직,계대직후,10 µM,"5–10 µM. 위 2D 배지 7.5 µM, 난소암 9 µM, 대부분 10 µM. 대장암 스크리닝 5 µM",화학합성,OMIT;REVIEW;VENDOR,"PMC9285512 계열 프로토콜군; PMC3801438 (10.1038/emboj.2013.204) [전문 확인, '해동 후 3일간만 10 µM']; PMC5410172 (10.1038/ncb3516) [전문 확인, 'ExM에 첫 3일간만 10 µM', Merck 688000]; PMC4752654 (10.1136/gutjnl-2014-307949) [7.5 µM]; PMC7073464 (10.15252/embj.2019104013) [9 µM]; Tocris 1254 제품정보 (2026-09-16 확인); PMC7073464 (10.15252/embj.2019104013) [전문 확인 — ROCK 저해제가 난소암 최소배지 OCM의 잔존 구성요소]",★ 시점 의존성의 교과서적 사례: 사람 자궁내막 오가노이드는 확장배지에 Y-27632 10 µM을 '첫 3일만' 넣는다. 췌장 오가노이드는 '해동 후 3일간만'. 상시 투여하면 세포골격·극성 형성이 왜곡된다 ★ OMIT 성격 근거: HGSOC 조합 스크린에서 성장인자를 차례로 덜어낸 끝에 남은 '최소배지(OCM)'가 EGF + BMP2 + ROCK 저해제 + TGF-β 저해제 + B27 + N2 + 니코틴아마이드였다 — ROCK 저해제는 덜어내지 못한 축에 속했다. 다만 투여 시점(계대·해동 후 3일)에 대한 근거는 프로토콜 기재(REVIEW)다.,Tocris (Bio-Techne) / Sigma-Aldrich / Merck,1254 (분말) / 7000 (10 mM 수용액 즉시사용) / 688000 (Merck),"≥98%, ROCK1 Ki 0.14–0.22 µM, ROCK2 0.3 µM, PKA 25 µM, PKC 26 µM, MLCK >250 µM","10 mM 수용액 저장액(물에 잘 녹음), 0.22 µm 여과, −20 °C 분주. 즉시사용 10 mM 멸균여과 수용액 제품(Tocris 7000)도 있음. 동결해동 반복 시 농도 변화 확인",Tocris 7000 (기성 10 mM 수용액); 다른 ROCK 저해제(예: 파수딜) — 확보 실패: 본 근거자료에 비교 실험 없음,"★ 상시 투여 금지. 장기 노출은 상피 극성·낭성 형태 변화를 유발하며, 약물 반응 실험에서는 아폽토시스 지표를 왜곡한다",상,최소배지 도출이라는 감산 설계(OMIT) + 투여 시점 프로토콜(REVIEW) + 제조사 선택성(VENDOR)
MD-042,저분자,A83-01 (ALK4/5/7 저해제),A 83-01,"TGF-β 제1형 수용체 ALK5(IC50 12 nM), 액티빈 수용체 ALK4(45 nM), Nodal 수용체 ALK7(7.5 nM) 저해제. Smad2 인산화를 막아 TGF-β 유도 상피-간엽 전이(EMT)와 성장정지를 차단, 사람 상피 오가노이드의 장기 계대를 가능하게 한다",조건부,"장, 대장, 위, 간·담관, 췌장, 자궁내막, 종양",확장,500 nM,"0.5–10 µM. 사람 장·대장·난소암·식도 500 nM, 위·자궁내막암 0.5–1 µM, 췌장 5 µM, 동물 장 구제 10 µM",화학합성,OMIT;SUBST;CLAIM;REVIEW;VENDOR,"PMC9285512 (10.1002/cpim.106) [전문 확인, 0.5 µM, Tocris 2939]; PMC4775226 (10.7554/elife.11621) [500 nM]; PMC5101536 (10.1038/srep36795) [500 nM]; PMC9065188 (10.7150/thno.70194) [500 nM]; PMC7043048 (10.1186/s12861-020-0209-5) [5 µM]; PMC5450310 (10.1242/bio.021717) [10 µM]; Tocris 2939 제품정보 (2026-09-16 확인); PMC7073464 (10.15252/embj.2019104013) [전문 확인 — TGF-β 저해제가 OCM 최소배지의 잔존 구성요소]; US20260176589A1 독립항 1·20 ('a transforming growth factor-beta (TGF-beta) inhibitor')","Clevers 사람 장 확장배지의 고정 성분(0.5 µM). 분화배지(ENR base)에서는 제거된다. 최신 간세포 확장 특허 US20260176589A1도 'TGF-beta inhibitor'를 독립항 필수 구성요소로 기재 ★ OMIT 근거: HGSOC 최소배지(OCM) 도출 과정에서 TGF-β 수용체 저해제는 끝까지 남았다. SUBST 근거: 동일 경로를 A83-01(Clevers 계보)과 SB-431542(L-WRN 계보)로 서로 바꿔 쓰며, 고양이 엔테로이드 구제 실험에서는 A83-01 10 µM을 개별 추가 시험했다. CLAIM 근거: 간세포 확장 특허가 'TGF-β 저해제'를 독립항 필수 구성요소로 기재.",Tocris (Bio-Techne) / Sigma-Aldrich,2939 (Tocris) / SML0788 (Sigma) / GMP 등급 tb2939-rmu,"≥98%. ALK5 IC50 12 nM, ALK4 45 nM, ALK7 7.5 nM. Ancillary Material(GMP) 등급 존재","10 mM DMSO 저장액, −20 °C 분주, 차광. 최종 DMSO 농도가 0.1% v/v를 넘지 않도록 설계(10 mM 저장액 → 500 nM이면 1:20,000 희석 = DMSO 0.005%)",SB-431542 10 µM (PMC5450310·PMC6579736에서 L-WRN CM과 병용); RepSox,TGF-β 신호를 장기간 끄면 조직 고유 분화능이 떨어질 수 있다. 액티빈 A(MD-036)와 정면 길항,상,감산 설계(OMIT) + 계보 간 치환(SUBST) + 특허(CLAIM) + 제조사 선택성 데이터(VENDOR)가 모두 갖춰진 드문 행
MD-043,저분자,SB202190 (p38 MAPK 저해제),SB 202190,p38α/β MAP 키나아제를 ATP 포켓에서 저해(Kd 38 nM). 사람 상피 오가노이드에서 분화 압력을 낮추고 줄기세포 상태를 유지한다. ★ 확장배지 전용 — 분화배지에서는 뺀다,조건부,"장(사람), 대장, 위, 자궁내막, 종양",확장,10 µM,"100 nM–10 µM. 자궁내막 PDO 100 nM, 위 2 µM, 자궁내막암 3 µM, 대장암 5 µM, 사람 장·식도·난소암 10 µM",화학합성,SUBST;REVIEW;VENDOR,"PMC9285512 (10.1002/cpim.106) [전문 확인, 확장배지 10 µM / 분화배지 0 µM, Sigma S7076]; PMC4775226 (10.7554/elife.11621) [10 µM]; PMC5101536 (10.1038/srep36795) [10 µM]; PMC5852293 (10.1016/j.jcmgh.2017.12.013) [10 µM]; PMC9053236 (10.1038/s43856-021-00019-x) [100 nM]; MilliporeSigma S7067/S7076 제품페이지 (2026-09-16 확인)","★ Clevers 프로토콜에서 확장→분화 전환 시 제거되는 두 성분(니코틴아마이드, SB202190) 중 하나. 제거하지 않으면 오가노이드가 낭성 형태를 유지하며 분화하지 않는다 SUBST 근거: 고양이 엔테로이드 구제 실험에서 SB202190 10 µM을 개별 추가 시험했고(PMC5450310), 마우스 장 손상재생 배지는 같은 p38 축을 Pexmetinib 1 µM으로 대체했다(PMC8027647). 확장→분화 전환 시 제거한다는 지시는 프로토콜 기재(REVIEW)이며 제거 대조 실험이 아니다. 100 nM–10 µM의 100배 편차에 대한 DOSE 근거는 본 근거자료에 없다.",MilliporeSigma (Sigma-Aldrich),"S7067 (유리염기 분말, CAS 152121-30-7) / S7076 (일염산염 수화물, ≥98% HPLC, CAS 350228-36-3)",≥98% (HPLC). 두 염 형태가 별도 품번 — 몰농도 계산 시 분자량 주의,"10 mM DMSO 저장액, −20 °C 분주, 차광. 동결해동 반복 시 침전 확인. 최종 DMSO ≤0.1% v/v",확보 실패: 다른 p38 저해제와의 오가노이드 비교 실험이 본 근거자료에 없음. PMC8027647은 Pexmetinib 1 µM 사용,★ 분화배지에 남아 있으면 분화 실패. 농도 범위가 100배(100 nM–10 µM)로 넓어 라인별 최적화 필요,중,"SUBST와 REVIEW는 확인되나, 농도 편차가 100배인데 DOSE 근거가 없어 라인별 최적화가 불가피"
MD-044,저분자,CHIR99021 (GSK-3 저해제),CHIR 99021,"GSK-3β IC50 6.7 nM, GSK-3α 10 nM의 고선택성 저해제(45개 효소·수용체 대비 800배 이상 선택성). β-카테닌 분해복합체를 막아 Wnt 경로를 세포 내부에서 켠다 — 리간드 없이 Wnt를 흉내내는 가장 값싼 방법",조건부,"신장, 폐, 뇌·내이, 장(Wnt-CM 역가 보충)",분화,5–8 µM (iPSC 중배엽/신장 유도),"1–12 µM. 내이 1/3/10 µM 용량반응, 폐 1 µM(내배엽)·3 µM(폐전구체), 장 CM 보충 5 µM, 신장 4–12 µM",화학합성,DOSE;SUBST;REVIEW;VENDOR,"PMC10193973 (10.1073/pnas.2219699120) [전문 확인, 8 µM 유도 + 5 µM 1시간 펄스, TOCRIS 4423]; PMC8862535 (10.1186/s13073-022-01023-z) [4–8 µM, R&D 4423]; PMC9420433 (10.1016/j.bioactmat.2022.08.003) [8 µM → 5 µM 1시간]; PMC6748939 (10.1038/s41598-019-49696-8) [1 µM, 3 µM]; PMC4758749 (10.3791/51765) [전문 확인, 'Wnt 조건배지 역가가 낮으면 CHIR99021 5 µM로 보강']; PMC6881327 (10.1038/s12276-019-0336-x) [12 µM]; Tocris 4423 제품정보 (2026-09-16 확인)","★ 실무적으로 매우 유용한 기록: JoVE 프로토콜(PMC4758749)은 'Wnt 조건배지 활성이 낮을 때 CHIR99021 5 µM 추가로 보강할 수 있다'고 명시 — CM 로트 편차에 대한 현장 대응책 ★ DOSE 근거: 내이 오가노이드에서 CHIR99021을 1 µM / 3 µM / 10 µM로 병렬 투여한 용량-반응 설계(PMC5015985). 신장 오가노이드 프로토콜은 4–8 µM 범위와 노출시간을 최적화 변수로 명시(PMC8862535, PMC7855371). SUBST 근거: HGSOC에서는 Wnt3a 대신 CHIR로 Wnt를 켜도 오가노이드 형성·성장에 부정적이었다 — CHIR가 Wnt 리간드의 등가 치환이 아님을 보인 결과(PMC7073464).",Tocris (Bio-Techne),4423 (유리염기) / 4953 (삼염산염) / 8170 (10 mM DMSO 즉시사용 용액),"≥98%. GSK-3β IC50 6.7 nM, GSK-3α 10 nM, 근연 키나아제 대비 >500배 선택성","10 mM DMSO 저장액, −20 °C 분주, 차광. 유리염기는 수용성이 낮아 DMSO 필수. 삼염산염(4953)은 수용성이 개선됨. 최종 DMSO ≤0.1% v/v","Wnt3a-CM(MD-025), Wnt surrogate(MD-028) — 단 CHIR은 수용체를 건너뛰므로 R-spondin 증폭 효과를 받지 못한다",★ GSK-3는 Wnt 외에도 다수 기질을 가진다 — Wnt 리간드와 등가가 아니다. 고농도 장기 노출은 세포독성·분화 왜곡. 리간드 기반 배지에 CHIR를 얹으면 Wnt 신호가 과도해져 분화가 완전히 멈출 수 있다,상,용량-반응 설계(DOSE) + 리간드 치환 실패 사례(SUBST) + 제조사 선택성(VENDOR)
MD-045,저분자,발프로산 (VPA),Valproic acid (VPA),히스톤 탈아세틸화효소(HDAC) 저해제이자 Notch 활성화제. 장 오가노이드에서 줄기세포 상태를 유지하고 계통 편향을 조절,선택,장,확장,500 µM,500 µM,화학합성,REVIEW,"PMC8027647 (10.1038/s41422-020-00453-x) [전문 확인, 500 µM]",마우스 장 손상연관 재생 오가노이드 배지: LDN193189 0.2 µM + GSK-3 Inhibitor XV 0.1 µM + Pexmetinib 1 µM + VPA 500 µM + EPZ6438 2 µM + mEGF 50 ng/mL + R-Spondin1 CM 10% + FGF2 20 ng/mL,확보 실패: 해당 논문에 VPA 공급사·품번 미기재,확보 실패,연구용 화학시약,"500 mM 수용액 저장액(나트륨염), 0.22 µm 여과, −20 °C 분주. 수용성이 좋아 DMSO 불필요",확보 실패: 본 근거자료에 다른 HDAC 저해제와의 비교 없음,500 µM은 다른 저분자보다 3–4자릿수 높은 농도 — 삼투압·불순물 기여 확인 필요. HDAC 저해는 광범위 후성유전 변화를 일으킴,중,단일 논문의 배지 조성 기재(REVIEW)뿐. 품번·대체재 근거 없음
MD-046,저분자,포스콜린,Forskolin (FSK),"아데닐산 고리화효소 직접 활성화제 → cAMP 상승. 담관·췌장 오가노이드의 관강(lumen) 형성과 증식을 지지하며, CFTR 기능 검사(팽창 어세이)의 자극제로도 쓰인다",조건부,"간·담관, 췌장",확장,10 µM,10 µM (본 근거자료 내 일관),화학합성,REVIEW;VENDOR,"PMC7055108 (10.1186/s13287-020-1585-2) [전문 확인, 10 µM, Tocris 1099]; PMC7736890 (10.1038/s41598-020-79082-8) [전문 확인, 10 µM, Tocris]; PMC7043048 (10.1186/s12861-020-0209-5) [10 µM]; PMC7788239 (10.1016/j.jcmgh.2020.09.003) [10 µmol/L]; PMC5101536 (10.1038/srep36795) [포스콜린 반응성으로 오가노이드 기능 평가]",GMP 등급 사람 췌장 오가노이드 대량생산 배지에 포스콜린 10 µM + PGE-2 3 µM + A83-01 0.5 µM이 함께 들어간다 포스콜린을 뺀 OMIT 실험이나 농도-반응(DOSE)은 본 근거자료에 없다. 다만 4편 전문이 모두 10 µM으로 일치한다는 점은 관행의 수렴을 보여준다.,Tocris (Bio-Techne),1099,"≥98%, 식물(Coleus forskohlii) 유래 디테르펜","10 mM DMSO 또는 에탄올 저장액, −20 °C 분주, 차광. 최종 DMSO ≤0.1% v/v",IBMX 등 PDE 저해제 병용(cAMP 상승 경로가 다름) — 확보 실패: 본 근거자료에 비교 실험 없음,cAMP 상승은 분비·팽창을 유도하므로 오가노이드 형태·크기 판독을 교란할 수 있다. CFTR 어세이와 배지 성분이 겹치면 기저치가 올라간다,중,REVIEW;VENDOR뿐 — 농도 일치는 관행의 수렴이지 필수성의 증명이 아님
MD-047,저분자,프로스타글란딘 E2 (PGE2),Prostaglandin E2 (PGE2),EP 수용체 작용제. 사람 장·대장 오가노이드의 형성효율과 LGR5+ 줄기세포 유지를 높인다. Clevers 확장배지의 고정 성분,조건부,"장(사람), 대장, 췌장, 종양",확장,1 µM,"10 nM–5 µg/mL. 대장암 PDO 100 nM, 자궁내막암 10 nM, 사람 장·난소암 1 µM, 췌장 3 µM, 동물 장 구제 5 µg/mL",화학합성,OMIT;DOSE;REVIEW;VENDOR,"PMC9285512 (10.1002/cpim.106) [전문 확인, 1 µM, Tocris 2296]; PMC9065188 (10.7150/thno.70194) [1 µM]; PMC9047329 (10.1186/s13059-022-02673-3) [100 nM, Tocris]; PMC7043048 (10.1186/s12861-020-0209-5) [3 µM, Tocris 2296]; PMC8783132 (10.1016/j.jcmgh.2021.10.010) [전문 확인, 크론병 환자 엔테로이드에서 10 nmol/L PGE2가 LGR5 mRNA를 유의하게 증가]; PMC5101536 (10.1038/srep36795); PMC5627540 (10.1097/igc.0000000000001061) [전문 확인 — PGE2 10 nM 유무 무차이]","크론병 환자 유래 엔테로이드에서 TNFα로 손상된 LGR5+ 줄기세포 기능을 저용량 인플릭시맙 + PGE2 병용이 회복시켰다 — PGE2의 줄기세포 유지 효과를 기능적으로 뒷받침 ★ 양방향 근거: OMIT — 자궁내막암 P0에서 PGE2 10 nM 유무에 오가노이드 수 유의차 없음(PMC5627540). DOSE/기능 — 크론병 환자 유래 엔테로이드에서 10 nmol/L PGE2가 LGR5 mRNA를 유의하게 증가시켰고, 저용량 인플릭시맙과 병용 시 TNFα 손상 오가노이드의 형성효율이 10 µg/mL 인플릭시맙 단독과 동등하게 회복되었다(PMC8783132).",Tocris (Bio-Techne),2296,≥98%,"10 mM DMSO 또는 무수에탄올 저장액, −20~−80 °C 분주, 차광. 프로스타글란딘은 수용액에서 불안정하므로 배지 조제 직전 첨가하고 4 °C 장기 보관 배지에는 매번 신선 첨가 권장",확보 실패: 다른 EP 작용제와의 비교 실험이 본 근거자료에 없음,농도 범위가 500배(10 nM–5 µg/mL)로 매우 넓다. 염증 반응 연구에서는 PGE2가 배지에 이미 들어 있다는 점이 교란 요인,상,제거해도 무차이인 조직과 저농도에서 기능 효과가 확인된 조직이 공존 — 조건부 판정의 근거가 명확
MD-048,저분자,"가스트린 ([Leu15]-가스트린 I, 사람)",[Leu15]-Gastrin I human,CCK-B(CCK2) 수용체 작용제. 위·췌장·간·담관·장 상피 전구세포의 증식을 지지. Met15를 Leu15로 치환해 산화에 의한 실활을 막은 유사체를 쓴다,조건부,"위, 췌장, 간·담관, 대장, 식도",확장,10 nM,10 nM (본 근거자료 내 전 논문 일치),화학합성,REVIEW;VENDOR,"PMC3801438 (10.1038/emboj.2013.204) [전문 확인, 10 nM, Sigma]; PMC7055108 (10.1186/s13287-020-1585-2) [10 nM, Sigma G9145]; PMC7043048 (10.1186/s12861-020-0209-5) [10 nM, Sigma, [Leu15]-Gastrin I human]; PMC7736890 (10.1038/s41598-020-79082-8) [10 nM]; PMC7788239 (10.1016/j.jcmgh.2020.09.003) [10 nmol/L, Sigma G9145]; PMC4752654 (10.1136/gutjnl-2014-307949) [10 nM]; PMC9047329 (10.1186/s13059-022-02673-3) [10 nM]; MilliporeSigma G9145 제품페이지 (2026-09-16 확인)","본 근거자료에서 농도 편차가 가장 작은 성분 — 7편 전문이 모두 10 nM. Leu15 치환의 이유(Met15 산화로 인한 활성 상실 방지)가 제조사 페이지에 명시 가스트린을 뺀 OMIT 실험이나 농도-반응(DOSE)은 본 근거자료에 없다. 7편 전문이 모두 10 nM으로 일치하는 것은 본 BOM에서 가장 강한 관행 수렴이지만, 그 자체가 필수성의 증명은 아니다.",MilliporeSigma (Sigma-Aldrich),G9145 (0.1 mg / 0.5 mg),"≥95–97% (HPLC), CAS 39024-57-2, [Leu15]-HG-17","10 µM 또는 100 µM 수용액 저장액(0.1% BSA 또는 희석 암모니아수 사용이 일반 실무), −20~−80 °C 분주. 펩타이드이므로 동결해동 반복 금지, 저농도에서 표면흡착이 커 BSA 캐리어 권장",천연 가스트린 I(Met15형) — 산화 실활 위험 때문에 권장하지 않음,펩타이드 저농도(10 nM) 특성상 플라스틱 흡착 손실이 크다. 캐리어 없는 희석 금지,상,REVIEW의 수렴도는 최고 수준이나 근거 성격은 어디까지나 프로토콜 기재. Leu15 치환 근거는 VENDOR
MD-049,저분자,DAPT (Notch/γ-세크레타아제 저해제),DAPT,γ-세크레타아제를 막아 Notch 세포내 도메인(NICD) 절단을 차단 → 분비계통(배상세포·장내분비세포) 분화를 강제한다. ★ 분화배지 전용,조건부,장,분화,10 µM,10 µM,화학합성,REVIEW,"PMC9285512 (10.1002/cpim.106) [전문 확인, 10 µM, Sigma D5942]","Clevers 분화 프로토콜: ENR+Notchi(DAPT) = 배상세포, ENR+MEKi+Notchi = 크립트형 장내분비세포, ER+MEKi+Notchi+BMP2+BMP4 = 상부 빌러스형 장내분비세포. 모든 분화 성분은 '사용 직전 신선 첨가'",MilliporeSigma (Sigma-Aldrich),D5942,연구용 화학시약,"10 mM DMSO 저장액, −20 °C 분주, 차광. 사용 직전 배지에 첨가",다른 γ-세크레타아제 저해제(예: DBZ — PMC3801438에서 췌장 분화에 10 µM 사용),★ 확장배지에 들어가면 줄기세포 풀이 소진되어 배양이 끝난다. 분화 전 15분 세척 × 최대 3회로 확장 인자를 제거해야 분화가 일어난다(프로토콜 트러블슈팅 항목),상,프로토콜 기재(REVIEW). 용도·농도·품번·투여 시점이 모두 명확하나 1차 비교 실험은 아님
MD-050,저분자,PD0325901 (MEK 저해제),PD0325901,MEK1/2 저해제. EGF 신호 하류를 끊어 장내분비세포 분화를 유도한다. ★ 분화배지 전용,조건부,장,분화,0.1–1 µM,0.1–1 µM (프로토콜이 범위로 기재),화학합성,REVIEW,"PMC9285512 (10.1002/cpim.106) [전문 확인, 0.1–1 µM, Sigma PZ0162]",ENR+MEKi+Notchi 조합으로 크립트형 장내분비세포를 유도. 프로토콜은 '과도하게 어두운 형태가 나오면 저해제 농도를 조정하라'고 명시,MilliporeSigma (Sigma-Aldrich),PZ0162,연구용 화학시약,"10 mM DMSO 저장액, −20 °C 분주, 차광. 사용 직전 첨가",확보 실패: 다른 MEK 저해제와의 오가노이드 비교 실험이 본 근거자료에 없음,★ 확장배지에 혼입되면 EGF 효과가 무력화되어 성장이 멈춘다,중,프로토콜 기재(REVIEW). 0.1–1 µM 범위를 정한 DOSE 원자료는 프로토콜에 없음
MD-051,저분자,SB-431542 (ALK5 저해제),SB 431542,A83-01과 같은 계열의 TGF-β RI 저해제. L-WRN CM 기반 배양에서 A83-01 대신 널리 쓰인다,조건부,"장, 대장, 위, 뇌·내이",확장,10 µM,"1–10 µM. 내이 1 µM, GI 스페로이드 10 µM",화학합성,SUBST;REVIEW,"PMC6579736 (10.1016/j.scr.2019.101430) [전문 확인, 사람 스페로이드 배양에 L-WRN CM + Y-27632 10 µM + SB 431542 10 µM]; PMC5450310 (10.1242/bio.021717) [전문 확인, 10 µM]; PMC5015985 (10.1371/journal.pone.0162508) [1 µM]","VanDussen/Stappenbeck 계열 L-WRN 프로토콜의 표준 조합. Clevers 계열은 A83-01을 쓴다 — 두 계보가 같은 경로를 다른 화합물로 끄고 있다 SUBST 근거: A83-01과 동일 경로를 다른 화합물로 끄는 치환 관계이며, 고양이 엔테로이드 구제 실험에서 개별 추가 시험되었다.",확보 실패: 해당 논문들이 공급사만 기재하거나 미기재,확보 실패,연구용 화학시약,"10 mM DMSO 저장액, −20 °C 분주, 차광",A83-01 (MD-042) — 선택성 프로파일이 다르므로 농도를 그대로 옮기면 안 됨,A83-01보다 고농도(10 µM)로 쓰이므로 DMSO 부하가 커진다(10 mM 저장액에서 10 µM이면 DMSO 0.1% v/v — 상한),중,"치환 관계(SUBST)와 조합 기재(REVIEW)는 확인, 품번 확보 실패"
MD-052,저분자,LDN-193189 (BMP I형 수용체 저해제),LDN-193189,ALK2/3 저해로 BMP 신호를 소분자 수준에서 차단. Noggin 단백질의 값싼 대체재,조건부,"뇌·내이, 장(손상재생 모델)",분화,100 nM,"0.1–1 µM. 내이 100 nM 및 1 µM, 마우스 장 손상재생 0.2 µM",화학합성,DOSE;SUBST;REVIEW,"PMC5015985 (10.1371/journal.pone.0162508) [전문 확인, 100 nM 및 1 µM]; PMC8027647 (10.1038/s41422-020-00453-x) [전문 확인, 0.2 µM]","내이 오가노이드: 4일차에 FGF2 25 ng/mL + LDN-193189 100 nM. 마우스 장 손상연관 재생 배지에서는 Noggin 대신 LDN193189 0.2 µM 사용 DOSE/SUBST 근거: 내이 프로토콜이 LDN-193189를 100 nM과 1 µM 두 농도로 사용했고(PMC5015985), 마우스 장 손상재생 배지는 Noggin 단백질 대신 LDN193189 0.2 µM으로 BMP 축을 대체했다(PMC8027647).",확보 실패: 해당 논문들이 Stemgent 등 공급사만 기재하고 품번 미기재,확보 실패,연구용 화학시약,"10 mM DMSO 저장액, −20 °C 분주, 차광",재조합 Noggin (MD-020) — 단백질 대비 단가가 수십 배 낮다,"소분자 BMP 저해는 Noggin과 표적층이 다르다(리간드 포획 vs 수용체 키나아제). 오프타깃(ALK1/6, AMPK) 가능",중,"두 농도 사용(DOSE)과 단백질→소분자 치환(SUBST)은 확인, 품번 확보 실패"
MD-053,저분자,올-트랜스 레티노산 (ATRA),All-trans retinoic acid,"RAR/RXR 작용제. 폐 전구세포 유도, 담관→간세포 분화, 신장 오가노이드 계통 조절에 사용. 확장 단계에서 비타민 A 제거 B-27을 쓰는 이유의 뒷면",조건부,"폐, 간·담관, 신장, 췌장",분화,3 µM (간 분화) / 0.1 µM (폐 LPC 유도),"10 nM–5 µM. 전립선 유도 10 nM ATRA, 폐 0.1 µM, 췌장 분화 2 µM, 간·담관 3 µM, 신장 5 µM",화학합성,REVIEW,"PMC7736890 (10.1038/s41598-020-79082-8) [전문 확인, 3 µM, Sigma-Aldrich]; PMC6748939 (10.1038/s41598-019-49696-8) [0.1 µM, Sigma-Aldrich]; PMC8862535 (10.1186/s13073-022-01023-z) [5 µM]; PMC3801438 (10.1038/emboj.2013.204) [2 µM]; PMC4519179 (10.1371/journal.pone.0133238) [10 nM ATRA]","★ MD-012(B-27 minus vitamin A)와 한 쌍으로 읽어야 한다: 확장 단계에서는 레티노산 신호를 최대한 끄고(비타민 A 제거 B-27), 분화 단계에서 ATRA를 정량 투여해 켠다",MilliporeSigma (Sigma-Aldrich),확보 실패: 논문들이 'Sigma-Aldrich'만 기재하고 품번 미기재,연구용 화학시약,"10 mM DMSO 저장액, −80 °C 분주, 완전 차광(갈색 튜브·차광 알루미늄포일). 빛·산소에 극도로 불안정하여 사용 직전 신선 희석, 배지 교체 때마다 새로 첨가",확보 실패,★ 광분해가 심해 배지를 미리 만들어 4 °C에 두면 활성이 빠르게 소실. 확장배지 혼입 시 조기 분화,상,5편 전문에서 농도·단계 확인. 다만 근거 성격은 프로토콜 기재(REVIEW)이며 광분해 위험은 화학적 상식에 기반한 실무 주의사항
MD-054,저분자,덱사메타손,Dexamethasone,합성 글루코코르티코이드. 간세포 성숙(CYP·알부민 발현)과 지방세포 분화 유도에 사용,조건부,"간, 지방·섬유아세포 모델",분화,1 µM (간세포) / 250 nM (지방분화),10 nM–1 µM,화학합성,REVIEW,"PMC6156717 (10.1016/j.ebiom.2018.08.014) [전문 확인, 1 µM, PHH 배양]; PMC7736890 (10.1038/s41598-020-79082-8) [간세포 분화배지, R&D Systems]; PMC7224398 (10.1038/s41598-020-64674-1) [250 nM]; PMC7415291 (10.1167/iovs.61.6.13) [250 nM]",PHH 배양: DMEM/F-12 + 5–10% FBS + 덱사메타손 1 µM + Pen 100 IU/mL + Strep 100 µg/mL + 인슐린 4 µg/mL + GlutaMAX 2 mM + HEPES 15 mM pH 7.4,R&D Systems / Sigma-Aldrich,확보 실패: 논문에 품번 미기재,연구용 화학시약,"10 mM 에탄올 또는 DMSO 저장액, −20 °C 분주, 차광","히드로코르티손 0.5 µg/mL (PMC7779788에서 췌장 PTOM에 사용, Sigma H0888)",글루코코르티코이드는 광범위 전사 변화를 유도. 면역·염증 실험에서 강한 교란 요인,중,프로토콜 기재(REVIEW)뿐. 품번 일부만 확인
